,ORI,YEAR,MRD,CLR,State,County,Agency
36431,FL05401,2015,2,3,Florida,"Putnam, FL",Palatka
36432,FL05401,2016,2,2,Florida,"Putnam, FL",Palatka
36433,FL05401,2018,3,0,Florida,"Putnam, FL",Palatka
36478,FL05500,2010,7,8,Florida,"St. Johns, FL",St. Johns County
36479,FL05500,2011,4,3,Florida,"St. Johns, FL",St. Johns County
36480,FL05500,2012,7,5,Florida,"St. Johns, FL",St. Johns County
36481,FL05500,2013,2,4,Florida,"St. Johns, FL",St. Johns County
36482,FL05500,2014,3,1,Florida,"St. Johns, FL",St. Johns County
36483,FL05500,2015,2,0,Florida,"St. Johns, FL",St. Johns County
36484,FL05500,2016,4,2,Florida,"St. Johns, FL",St. Johns County
36485,FL05500,2017,3,2,Florida,"St. Johns, FL",St. Johns County
36486,FL05500,2018,4,2,Florida,"St. Johns, FL",St. Johns County
36487,FL05500,2019,5,4,Florida,"St. Johns, FL",St. Johns County
36517,FL05501,2011,2,2,Florida,"St. Johns, FL",St. Augustine
36518,FL05501,2012,1,4,Florida,"St. Johns, FL",St. Augustine
36519,FL05501,2014,1,1,Florida,"St. Johns, FL",St. Augustine
36520,FL05501,2015,2,0,Florida,"St. Johns, FL",St. Augustine
36521,FL05501,2016,4,2,Florida,"St. Johns, FL",St. Augustine
36522,FL05501,2017,1,1,Florida,"St. Johns, FL",St. Augustine
36523,FL05501,2019,1,1,Florida,"St. Johns, FL",St. Augustine
36566,FL05600,2010,6,1,Florida,"St. Lucie, FL",St. Lucie County
36567,FL05600,2011,2,3,Florida,"St. Lucie, FL",St. Lucie County
36568,FL05600,2012,0,1,Florida,"St. Lucie, FL",St. Lucie County
36569,FL05600,2013,7,5,Florida,"St. Lucie, FL",St. Lucie County
36570,FL05600,2014,2,3,Florida,"St. Lucie, FL",St. Lucie County
36571,FL05600,2015,3,1,Florida,"St. Lucie, FL",St. Lucie County
36572,FL05600,2016,3,2,Florida,"St. Lucie, FL",St. Lucie County
36573,FL05600,2017,2,2,Florida,"St. Lucie, FL",St. Lucie County
36574,FL05600,2018,9,10,Florida,"St. Lucie, FL",St. Lucie County
36575,FL05600,2019,2,1,Florida,"St. Lucie, FL",St. Lucie County
36615,FL05601,2010,9,3,Florida,"St. Lucie, FL",Fort Pierce
36616,FL05601,2011,11,6,Florida,"St. Lucie, FL",Fort Pierce
36617,FL05601,2012,3,1,Florida,"St. Lucie, FL",Fort Pierce
36618,FL05601,2013,7,1,Florida,"St. Lucie, FL",Fort Pierce
36619,FL05601,2014,12,6,Florida,"St. Lucie, FL",Fort Pierce
36620,FL05601,2015,9,3,Florida,"St. Lucie, FL",Fort Pierce
36621,FL05601,2016,7,5,Florida,"St. Lucie, FL",Fort Pierce
36622,FL05601,2017,8,4,Florida,"St. Lucie, FL",Fort Pierce
36623,FL05601,2018,7,4,Florida,"St. Lucie, FL",Fort Pierce
36624,FL05601,2019,10,2,Florida,"St. Lucie, FL",Fort Pierce
36645,FL05602,2010,3,1,Florida,"St. Lucie, FL",Port St. Lucie
36646,FL05602,2011,6,2,Florida,"St. Lucie, FL",Port St. Lucie
36647,FL05602,2012,4,4,Florida,"St. Lucie, FL",Port St. Lucie
36648,FL05602,2013,1,2,Florida,"St. Lucie, FL",Port St. Lucie
36649,FL05602,2014,6,6,Florida,"St. Lucie, FL",Port St. Lucie
36650,FL05602,2015,2,2,Florida,"St. Lucie, FL",Port St. Lucie
36651,FL05602,2016,3,1,Florida,"St. Lucie, FL",Port St. Lucie
36652,FL05602,2017,2,2,Florida,"St. Lucie, FL",Port St. Lucie
36653,FL05602,2018,2,2,Florida,"St. Lucie, FL",Port St. Lucie
36654,FL05602,2019,7,5,Florida,"St. Lucie, FL",Port St. Lucie
36694,FL05700,2010,6,4,Florida,"Santa Rosa, FL",Santa Rosa County
36695,FL05700,2011,1,0,Florida,"Santa Rosa, FL",Santa Rosa County
36696,FL05700,2013,3,3,Florida,"Santa Rosa, FL",Santa Rosa County
36697,FL05700,2014,5,4,Florida,"Santa Rosa, FL",Santa Rosa County
36698,FL05700,2015,3,1,Florida,"Santa Rosa, FL",Santa Rosa County
36699,FL05700,2016,6,3,Florida,"Santa Rosa, FL",Santa Rosa County
36700,FL05700,2017,4,3,Florida,"Santa Rosa, FL",Santa Rosa County
36701,FL05700,2018,1,0,Florida,"Santa Rosa, FL",Santa Rosa County
36702,FL05700,2019,4,4,Florida,"Santa Rosa, FL",Santa Rosa County
36708,FL05701,2011,1,0,Florida,"Santa Rosa, FL",Milton
36709,FL05701,2017,1,1,Florida,"Santa Rosa, FL",Milton
36712,FL05702,2015,1,1,Florida,"Santa Rosa, FL",Gulf Breeze
36713,FL05702,2019,1,1,Florida,"Santa Rosa, FL",Gulf Breeze
36756,FL05800,2010,3,2,Florida,"Sarasota, FL",Sarasota County
36757,FL05800,2011,8,6,Florida,"Sarasota, FL",Sarasota County
36758,FL05800,2012,11,9,Florida,"Sarasota, FL",Sarasota County
36759,FL05800,2013,3,2,Florida,"Sarasota, FL",Sarasota County
36760,FL05800,2014,6,2,Florida,"Sarasota, FL",Sarasota County
36761,FL05800,2015,5,4,Florida,"Sarasota, FL",Sarasota County
36762,FL05800,2016,5,5,Florida,"Sarasota, FL",Sarasota County
36763,FL05800,2017,6,3,Florida,"Sarasota, FL",Sarasota County
36764,FL05800,2018,3,3,Florida,"Sarasota, FL",Sarasota County
36765,FL05800,2019,3,4,Florida,"Sarasota, FL",Sarasota County
36810,FL05801,2010,6,4,Florida,"Sarasota, FL",Sarasota
36811,FL05801,2011,8,2,Florida,"Sarasota, FL",Sarasota
36812,FL05801,2012,4,1,Florida,"Sarasota, FL",Sarasota
36813,FL05801,2013,4,3,Florida,"Sarasota, FL",Sarasota
36814,FL05801,2014,2,2,Florida,"Sarasota, FL",Sarasota
36815,FL05801,2015,5,5,Florida,"Sarasota, FL",Sarasota
36816,FL05801,2016,3,2,Florida,"Sarasota, FL",Sarasota
36817,FL05801,2017,1,0,Florida,"Sarasota, FL",Sarasota
36818,FL05801,2018,3,2,Florida,"Sarasota, FL",Sarasota
36819,FL05801,2019,4,3,Florida,"Sarasota, FL",Sarasota
36827,FL05802,2010,2,2,Florida,"Sarasota, FL",Venice
36828,FL05802,2011,0,1,Florida,"Sarasota, FL",Venice
36829,FL05802,2019,1,1,Florida,"Sarasota, FL",Venice
36840,FL05803,2010,1,1,Florida,"Sarasota, FL",North Port
36841,FL05803,2011,1,1,Florida,"Sarasota, FL",North Port
36842,FL05803,2012,2,2,Florida,"Sarasota, FL",North Port
36843,FL05803,2014,1,1,Florida,"Sarasota, FL",North Port
36844,FL05803,2015,1,1,Florida,"Sarasota, FL",North Port
36845,FL05803,2016,1,1,Florida,"Sarasota, FL",North Port
36846,FL05803,2017,1,1,Florida,"Sarasota, FL",North Port
36847,FL05803,2018,4,4,Florida,"Sarasota, FL",North Port
36848,FL05803,2019,1,1,Florida,"Sarasota, FL",North Port
36889,FL05900,2010,4,5,Florida,"Seminole, FL",Seminole County
36890,FL05900,2011,6,8,Florida,"Seminole, FL",Seminole County
36891,FL05900,2012,5,4,Florida,"Seminole, FL",Seminole County
36892,FL05900,2013,1,1,Florida,"Seminole, FL",Seminole County
36893,FL05900,2014,6,4,Florida,"Seminole, FL",Seminole County
36894,FL05900,2015,2,0,Florida,"Seminole, FL",Seminole County
36895,FL05900,2016,6,4,Florida,"Seminole, FL",Seminole County
36896,FL05900,2017,4,4,Florida,"Seminole, FL",Seminole County
36897,FL05900,2018,8,4,Florida,"Seminole, FL",Seminole County
36898,FL05900,2019,4,5,Florida,"Seminole, FL",Seminole County
36927,FL05901,2011,1,1,Florida,"Seminole, FL",Altamonte Springs
36928,FL05901,2012,1,1,Florida,"Seminole, FL",Altamonte Springs
36929,FL05901,2014,2,3,Florida,"Seminole, FL",Altamonte Springs
36930,FL05901,2016,8,5,Florida,"Seminole, FL",Altamonte Springs
36931,FL05901,2017,1,1,Florida,"Seminole, FL",Altamonte Springs
36932,FL05901,2018,0,3,Florida,"Seminole, FL",Altamonte Springs
36948,FL05902,2011,1,0,Florida,"Seminole, FL",Casselberry
36949,FL05902,2012,4,4,Florida,"Seminole, FL",Casselberry
36950,FL05902,2014,1,1,Florida,"Seminole, FL",Casselberry
36951,FL05902,2016,1,0,Florida,"Seminole, FL",Casselberry
36952,FL05902,2017,1,1,Florida,"Seminole, FL",Casselberry
36953,FL05902,2018,3,1,Florida,"Seminole, FL",Casselberry
36960,FL05903,2010,1,0,Florida,"Seminole, FL",Longwood
36961,FL05903,2012,1,1,Florida,"Seminole, FL",Longwood
36962,FL05903,2015,1,0,Florida,"Seminole, FL",Longwood
36963,FL05903,2017,1,1,Florida,"Seminole, FL",Longwood
36964,FL05903,2018,1,0,Florida,"Seminole, FL",Longwood
36973,FL05904,2010,3,3,Florida,"Seminole, FL",Oviedo
36974,FL05904,2014,1,1,Florida,"Seminole, FL",Oviedo
36975,FL05904,2016,4,2,Florida,"Seminole, FL",Oviedo
36976,FL05904,2017,1,1,Florida,"Seminole, FL",Oviedo
37018,FL05905,2010,3,3,Florida,"Seminole, FL",Sanford
37019,FL05905,2011,4,1,Florida,"Seminole, FL",Sanford
37020,FL05905,2012,3,2,Florida,"Seminole, FL",Sanford
37021,FL05905,2013,5,3,Florida,"Seminole, FL",Sanford
37022,FL05905,2014,2,1,Florida,"Seminole, FL",Sanford
37023,FL05905,2015,4,1,Florida,"Seminole, FL",Sanford
37024,FL05905,2016,6,3,Florida,"Seminole, FL",Sanford
37025,FL05905,2017,9,6,Florida,"Seminole, FL",Sanford
37026,FL05905,2018,5,3,Florida,"Seminole, FL",Sanford
37027,FL05905,2019,2,0,Florida,"Seminole, FL",Sanford
37036,FL05906,2011,1,1,Florida,"Seminole, FL",Winter Springs
37037,FL05906,2012,3,4,Florida,"Seminole, FL",Winter Springs
37038,FL05906,2015,1,1,Florida,"Seminole, FL",Winter Springs
37039,FL05906,2018,1,1,Florida,"Seminole, FL",Winter Springs
37046,FL05907,2015,1,0,Florida,"Seminole, FL",Lake Mary
37077,FL06000,2010,3,1,Florida,"Sumter, FL",Sumter County
37078,FL06000,2011,1,3,Florida,"Sumter, FL",Sumter County
37079,FL06000,2013,1,0,Florida,"Sumter, FL",Sumter County
37080,FL06000,2014,2,2,Florida,"Sumter, FL",Sumter County
37081,FL06000,2015,1,0,Florida,"Sumter, FL",Sumter County
37082,FL06000,2017,5,3,Florida,"Sumter, FL",Sumter County
37083,FL06000,2018,7,8,Florida,"Sumter, FL",Sumter County
37084,FL06000,2019,5,5,Florida,"Sumter, FL",Sumter County
37098,FL06005,2013,1,1,Florida,"Sumter, FL",Wildwood
37099,FL06005,2016,1,0,Florida,"Sumter, FL",Wildwood
37100,FL06005,2017,1,0,Florida,"Sumter, FL",Wildwood
37101,FL06005,2018,1,0,Florida,"Sumter, FL",Wildwood
37135,FL06100,2010,4,4,Florida,"Suwannee, FL",Suwannee County
37136,FL06100,2011,1,1,Florida,"Suwannee, FL",Suwannee County
37137,FL06100,2012,1,1,Florida,"Suwannee, FL",Suwannee County
37138,FL06100,2013,3,3,Florida,"Suwannee, FL",Suwannee County
37139,FL06100,2015,1,1,Florida,"Suwannee, FL",Suwannee County
37140,FL06100,2016,3,3,Florida,"Suwannee, FL",Suwannee County
37141,FL06100,2018,1,1,Florida,"Suwannee, FL",Suwannee County
37142,FL06100,2019,2,2,Florida,"Suwannee, FL",Suwannee County
37150,FL06102,2016,1,1,Florida,"Suwannee, FL",Live Oak
37173,FL06200,2010,2,0,Florida,"Taylor, FL",Taylor County
37174,FL06200,2011,3,3,Florida,"Taylor, FL",Taylor County
37175,FL06200,2012,1,1,Florida,"Taylor, FL",Taylor County
37176,FL06200,2013,1,1,Florida,"Taylor, FL",Taylor County
37177,FL06200,2015,2,1,Florida,"Taylor, FL",Taylor County
37178,FL06200,2016,2,3,Florida,"Taylor, FL",Taylor County
37204,FL06201,2010,1,0,Florida,"Taylor, FL",Perry
37205,FL06201,2012,2,2,Florida,"Taylor, FL",Perry
37206,FL06201,2013,1,2,Florida,"Taylor, FL",Perry
37207,FL06201,2016,1,1,Florida,"Taylor, FL",Perry
37208,FL06201,2018,3,2,Florida,"Taylor, FL",Perry
37209,FL06201,2019,0,1,Florida,"Taylor, FL",Perry
37232,FL06300,2012,1,1,Florida,"Union, FL",Union County
37233,FL06300,2013,3,3,Florida,"Union, FL",Union County
37234,FL06300,2016,2,2,Florida,"Union, FL",Union County
37235,FL06300,2017,1,1,Florida,"Union, FL",Union County
37279,FL06400,2010,11,8,Florida,"Volusia, FL",Volusia County
37280,FL06400,2011,10,9,Florida,"Volusia, FL",Volusia County
37281,FL06400,2012,8,7,Florida,"Volusia, FL",Volusia County
37282,FL06400,2013,9,7,Florida,"Volusia, FL",Volusia County
37283,FL06400,2014,4,5,Florida,"Volusia, FL",Volusia County
37284,FL06400,2015,5,5,Florida,"Volusia, FL",Volusia County
37285,FL06400,2016,4,1,Florida,"Volusia, FL",Volusia County
37286,FL06400,2017,7,5,Florida,"Volusia, FL",Volusia County
37287,FL06400,2018,9,8,Florida,"Volusia, FL",Volusia County
37288,FL06400,2019,7,7,Florida,"Volusia, FL",Volusia County
37333,FL06401,2010,3,2,Florida,"Volusia, FL",Daytona Beach
37334,FL06401,2011,3,3,Florida,"Volusia, FL",Daytona Beach
37335,FL06401,2012,4,2,Florida,"Volusia, FL",Daytona Beach
37336,FL06401,2013,4,3,Florida,"Volusia, FL",Daytona Beach
37337,FL06401,2014,4,7,Florida,"Volusia, FL",Daytona Beach
37338,FL06401,2015,10,6,Florida,"Volusia, FL",Daytona Beach
37339,FL06401,2016,9,12,Florida,"Volusia, FL",Daytona Beach
37340,FL06401,2017,12,10,Florida,"Volusia, FL",Daytona Beach
37341,FL06401,2018,8,7,Florida,"Volusia, FL",Daytona Beach
37342,FL06401,2019,13,11,Florida,"Volusia, FL",Daytona Beach
37371,FL06402,2011,1,1,Florida,"Volusia, FL",Deland
37372,FL06402,2012,2,2,Florida,"Volusia, FL",Deland
37373,FL06402,2013,4,1,Florida,"Volusia, FL",Deland
37374,FL06402,2014,1,1,Florida,"Volusia, FL",Deland
37375,FL06402,2015,2,1,Florida,"Volusia, FL",Deland
37376,FL06402,2016,3,2,Florida,"Volusia, FL",Deland
37377,FL06402,2017,2,2,Florida,"Volusia, FL",Deland
37378,FL06402,2018,2,1,Florida,"Volusia, FL",Deland
37379,FL06402,2019,4,3,Florida,"Volusia, FL",Deland
37404,FL06403,2010,1,2,Florida,"Volusia, FL",New Smyrna Beach
37405,FL06403,2015,1,1,Florida,"Volusia, FL",New Smyrna Beach
37406,FL06403,2017,2,1,Florida,"Volusia, FL",New Smyrna Beach
37407,FL06403,2018,1,1,Florida,"Volusia, FL",New Smyrna Beach
37430,FL06404,2011,1,1,Florida,"Volusia, FL",Ormond Beach
37431,FL06404,2012,2,2,Florida,"Volusia, FL",Ormond Beach
37432,FL06404,2015,2,1,Florida,"Volusia, FL",Ormond Beach
37433,FL06404,2019,1,1,Florida,"Volusia, FL",Ormond Beach
37440,FL06405,2016,1,1,Florida,"Volusia, FL",Daytona Beach Shores
37441,FL06405,2017,1,1,Florida,"Volusia, FL",Daytona Beach Shores
37442,FL06405,2018,0,1,Florida,"Volusia, FL",Daytona Beach Shores
37450,FL06406,2011,4,1,Florida,"Volusia, FL",Edgewater
37451,FL06406,2013,1,1,Florida,"Volusia, FL",Edgewater
37452,FL06406,2017,1,1,Florida,"Volusia, FL",Edgewater
37472,FL06407,2011,1,3,Florida,"Volusia, FL",Holly Hill
37473,FL06407,2012,1,1,Florida,"Volusia, FL",Holly Hill
37474,FL06407,2014,1,3,Florida,"Volusia, FL",Holly Hill
37475,FL06407,2015,1,1,Florida,"Volusia, FL",Holly Hill
37477,FL06408,2013,1,0,Florida,"Volusia, FL",Lake Helen
37483,FL06410,2013,1,1,Florida,"Volusia, FL",Orange City
37484,FL06410,2017,1,0,Florida,"Volusia, FL",Orange City
37485,FL06410,2018,1,0,Florida,"Volusia, FL",Orange City
37486,FL06410,2019,0,1,Florida,"Volusia, FL",Orange City
37501,FL06412,2010,2,2,Florida,"Volusia, FL",Port Orange
37502,FL06412,2011,2,0,Florida,"Volusia, FL",Port Orange
37503,FL06412,2012,2,2,Florida,"Volusia, FL",Port Orange
37504,FL06412,2013,1,1,Florida,"Volusia, FL",Port Orange
37505,FL06412,2014,1,1,Florida,"Volusia, FL",Port Orange
37506,FL06412,2015,1,1,Florida,"Volusia, FL",Port Orange
37507,FL06412,2016,1,1,Florida,"Volusia, FL",Port Orange
37508,FL06412,2017,1,1,Florida,"Volusia, FL",Port Orange
37509,FL06412,2018,1,1,Florida,"Volusia, FL",Port Orange
37527,FL06413,2013,2,1,Florida,"Volusia, FL",South Daytona
37528,FL06413,2014,1,2,Florida,"Volusia, FL",South Daytona
37529,FL06413,2016,1,0,Florida,"Volusia, FL",South Daytona
37558,FL06500,2011,2,1,Florida,"Wakulla, FL",Wakulla County
37559,FL06500,2014,1,0,Florida,"Wakulla, FL",Wakulla County
37560,FL06500,2015,2,0,Florida,"Wakulla, FL",Wakulla County
37561,FL06500,2016,1,2,Florida,"Wakulla, FL",Wakulla County
37562,FL06500,2018,1,1,Florida,"Wakulla, FL",Wakulla County
37591,FL06600,2010,2,2,Florida,"Walton, FL",Walton County
37592,FL06600,2011,3,3,Florida,"Walton, FL",Walton County
37593,FL06600,2013,3,3,Florida,"Walton, FL",Walton County
37594,FL06600,2016,3,3,Florida,"Walton, FL",Walton County
37595,FL06600,2018,3,3,Florida,"Walton, FL",Walton County
37596,FL06600,2019,1,0,Florida,"Walton, FL",Walton County
37604,FL06601,2012,1,0,Florida,"Walton, FL",De Funiak Springs
37605,FL06601,2015,1,1,Florida,"Walton, FL",De Funiak Springs
37606,FL06601,2016,1,0,Florida,"Walton, FL",De Funiak Springs
37607,FL06601,2017,1,1,Florida,"Walton, FL",De Funiak Springs
37630,FL06700,2010,3,1,Florida,"Washington, FL",Washington County
37631,FL06700,2011,2,2,Florida,"Washington, FL",Washington County
37632,FL06700,2014,1,2,Florida,"Washington, FL",Washington County
37633,FL06700,2017,2,2,Florida,"Washington, FL",Washington County
37634,FL06700,2018,1,1,Florida,"Washington, FL",Washington County
37649,GA00100,2011,1,1,Georgia,"Appling, GA",Appling County
37650,GA00100,2013,1,1,Georgia,"Appling, GA",Appling County
37658,GA00101,2012,1,1,Georgia,"Appling, GA",Baxley
37659,GA00101,2017,1,1,Georgia,"Appling, GA",Baxley
37660,GA00101,2018,1,6,Georgia,"Appling, GA",Baxley
37672,GA00201,2012,1,0,Georgia,"Atkinson, GA",Pearson
37695,GA00301,2010,1,1,Georgia,"Bacon, GA",Alma
37696,GA00301,2011,2,0,Georgia,"Bacon, GA",Alma
37697,GA00301,2016,1,0,Georgia,"Bacon, GA",Alma
37698,GA00301,2018,1,1,Georgia,"Bacon, GA",Alma
37703,GA00401,2013,1,1,Georgia,"Baker, GA",Newton
37736,GA00500,2011,1,0,Georgia,"Baldwin, GA",Baldwin County
37737,GA00500,2012,2,1,Georgia,"Baldwin, GA",Baldwin County
37738,GA00500,2013,1,0,Georgia,"Baldwin, GA",Baldwin County
37739,GA00500,2014,1,0,Georgia,"Baldwin, GA",Baldwin County
37740,GA00500,2015,1,1,Georgia,"Baldwin, GA",Baldwin County
37741,GA00500,2016,5,3,Georgia,"Baldwin, GA",Baldwin County
37742,GA00500,2017,6,2,Georgia,"Baldwin, GA",Baldwin County
37743,GA00500,2018,1,0,Georgia,"Baldwin, GA",Baldwin County
37775,GA00501,2010,3,2,Georgia,"Baldwin, GA",Milledgeville
37776,GA00501,2013,1,1,Georgia,"Baldwin, GA",Milledgeville
37777,GA00501,2015,2,1,Georgia,"Baldwin, GA",Milledgeville
37778,GA00501,2016,1,1,Georgia,"Baldwin, GA",Milledgeville
37779,GA00501,2019,1,1,Georgia,"Baldwin, GA",Milledgeville
37792,GA00600,2015,3,1,Georgia,"Banks, GA",Banks County
37820,GA00700,2010,4,1,Georgia,"Barrow, GA",Barrow County
37821,GA00700,2013,2,0,Georgia,"Barrow, GA",Barrow County
37822,GA00700,2016,2,0,Georgia,"Barrow, GA",Barrow County
37823,GA00700,2018,3,0,Georgia,"Barrow, GA",Barrow County
37840,GA00701,2011,1,0,Georgia,"Barrow, GA",Winder
37841,GA00701,2015,1,1,Georgia,"Barrow, GA",Winder
37843,GA00702,2011,0,1,Georgia,"Barrow, GA",Auburn
37844,GA00702,2017,2,2,Georgia,"Barrow, GA",Auburn
37863,GA00800,2010,1,1,Georgia,"Bartow, GA",Bartow County
37864,GA00800,2011,2,2,Georgia,"Bartow, GA",Bartow County
37865,GA00800,2014,2,2,Georgia,"Bartow, GA",Bartow County
37866,GA00800,2015,3,3,Georgia,"Bartow, GA",Bartow County
37894,GA00801,2012,2,0,Georgia,"Bartow, GA",Cartersville
37895,GA00801,2015,1,0,Georgia,"Bartow, GA",Cartersville
37896,GA00801,2018,1,0,Georgia,"Bartow, GA",Cartersville
37905,GA00802,2011,0,1,Georgia,"Bartow, GA",Adairsville
37907,GA00807,2015,1,3,Georgia,"Bartow, GA",Euharlee
37923,GA00900,2011,1,1,Georgia,"Ben Hill, GA",Ben Hill County
37924,GA00900,2013,2,2,Georgia,"Ben Hill, GA",Ben Hill County
37925,GA00900,2015,1,1,Georgia,"Ben Hill, GA",Ben Hill County
37926,GA00900,2016,1,0,Georgia,"Ben Hill, GA",Ben Hill County
37927,GA00900,2019,1,0,Georgia,"Ben Hill, GA",Ben Hill County
37948,GA00901,2013,1,1,Georgia,"Ben Hill, GA",Fitzgerald
37949,GA00901,2014,1,0,Georgia,"Ben Hill, GA",Fitzgerald
37950,GA00901,2016,3,1,Georgia,"Ben Hill, GA",Fitzgerald
37951,GA00901,2017,2,2,Georgia,"Ben Hill, GA",Fitzgerald
37952,GA00901,2019,2,0,Georgia,"Ben Hill, GA",Fitzgerald
37965,GA01000,2011,1,0,Georgia,"Berrien, GA",Berrien County
37966,GA01000,2019,1,0,Georgia,"Berrien, GA",Berrien County
37979,GA01001,2010,0,1,Georgia,"Berrien, GA",Nashville
37980,GA01001,2011,1,1,Georgia,"Berrien, GA",Nashville
37981,GA01001,2014,1,1,Georgia,"Berrien, GA",Nashville
37983,GA01003,2011,1,1,Georgia,"Berrien, GA",Ray City
38023,GA01100,2010,3,0,Georgia,"Bibb, GA",Bibb County
38024,GA01100,2011,3,0,Georgia,"Bibb, GA",Bibb County
38025,GA01100,2012,3,0,Georgia,"Bibb, GA",Bibb County
38026,GA01100,2013,1,0,Georgia,"Bibb, GA",Bibb County
38027,GA01100,2014,16,13,Georgia,"Bibb, GA",Bibb County
38028,GA01100,2015,33,19,Georgia,"Bibb, GA",Bibb County
38029,GA01100,2016,15,4,Georgia,"Bibb, GA",Bibb County
38030,GA01100,2017,29,8,Georgia,"Bibb, GA",Bibb County
38031,GA01100,2018,31,9,Georgia,"Bibb, GA",Bibb County
38032,GA01100,2019,12,8,Georgia,"Bibb, GA",Bibb County
38078,GA01101,2010,22,14,Georgia,"Bibb, GA",Macon
38079,GA01101,2011,13,8,Georgia,"Bibb, GA",Macon
38080,GA01101,2012,21,20,Georgia,"Bibb, GA",Macon
38081,GA01101,2013,18,17,Georgia,"Bibb, GA",Macon
38093,GA01201,2011,2,0,Georgia,"Bleckley, GA",Cochran
38094,GA01201,2016,2,2,Georgia,"Bleckley, GA",Cochran
38109,GA01300,2012,1,0,Georgia,"Brantley, GA",Brantley County
38110,GA01300,2017,1,0,Georgia,"Brantley, GA",Brantley County
38127,GA01400,2013,1,1,Georgia,"Brooks, GA",Brooks County
38128,GA01400,2014,1,1,Georgia,"Brooks, GA",Brooks County
38129,GA01400,2015,1,1,Georgia,"Brooks, GA",Brooks County
38130,GA01400,2017,1,1,Georgia,"Brooks, GA",Brooks County
38139,GA01401,2010,1,1,Georgia,"Brooks, GA",Quitman
38140,GA01401,2011,1,0,Georgia,"Brooks, GA",Quitman
38141,GA01401,2013,1,1,Georgia,"Brooks, GA",Quitman
38155,GA01500,2014,2,1,Georgia,"Bryan, GA",Bryan County
38156,GA01500,2016,2,0,Georgia,"Bryan, GA",Bryan County
38157,GA01500,2018,1,0,Georgia,"Bryan, GA",Bryan County
38158,GA01500,2019,1,0,Georgia,"Bryan, GA",Bryan County
38162,GA01501,2018,1,1,Georgia,"Bryan, GA",Pembroke
38164,GA01502,2011,1,1,Georgia,"Bryan, GA",Richmond Hill
38165,GA01502,2013,1,0,Georgia,"Bryan, GA",Richmond Hill
38166,GA01502,2018,1,1,Georgia,"Bryan, GA",Richmond Hill
38167,GA01502,2019,2,1,Georgia,"Bryan, GA",Richmond Hill
38180,GA01600,2010,1,1,Georgia,"Bulloch, GA",Bulloch County
38181,GA01600,2011,1,1,Georgia,"Bulloch, GA",Bulloch County
38182,GA01600,2012,2,2,Georgia,"Bulloch, GA",Bulloch County
38183,GA01600,2013,1,1,Georgia,"Bulloch, GA",Bulloch County
38184,GA01600,2014,2,3,Georgia,"Bulloch, GA",Bulloch County
38185,GA01600,2015,1,0,Georgia,"Bulloch, GA",Bulloch County
38186,GA01600,2016,1,1,Georgia,"Bulloch, GA",Bulloch County
38187,GA01600,2018,1,1,Georgia,"Bulloch, GA",Bulloch County
38216,GA01601,2011,1,1,Georgia,"Bulloch, GA",Statesboro
38217,GA01601,2012,2,2,Georgia,"Bulloch, GA",Statesboro
38218,GA01601,2013,2,0,Georgia,"Bulloch, GA",Statesboro
38219,GA01601,2014,4,6,Georgia,"Bulloch, GA",Statesboro
38220,GA01601,2015,1,1,Georgia,"Bulloch, GA",Statesboro
38221,GA01601,2016,2,0,Georgia,"Bulloch, GA",Statesboro
38222,GA01601,2017,3,2,Georgia,"Bulloch, GA",Statesboro
38223,GA01601,2018,3,3,Georgia,"Bulloch, GA",Statesboro
38243,GA01700,2010,1,1,Georgia,"Burke, GA",Burke County
38244,GA01700,2011,2,2,Georgia,"Burke, GA",Burke County
38245,GA01700,2012,1,1,Georgia,"Burke, GA",Burke County
38246,GA01700,2013,2,1,Georgia,"Burke, GA",Burke County
38247,GA01700,2014,3,1,Georgia,"Burke, GA",Burke County
38248,GA01700,2015,1,0,Georgia,"Burke, GA",Burke County
38249,GA01700,2016,3,1,Georgia,"Burke, GA",Burke County
38250,GA01700,2017,3,1,Georgia,"Burke, GA",Burke County
38274,GA01701,2010,3,1,Georgia,"Burke, GA",Waynesboro
38275,GA01701,2011,2,2,Georgia,"Burke, GA",Waynesboro
38276,GA01701,2014,1,0,Georgia,"Burke, GA",Waynesboro
38277,GA01701,2015,1,1,Georgia,"Burke, GA",Waynesboro
38278,GA01701,2016,1,1,Georgia,"Burke, GA",Waynesboro
38279,GA01701,2017,1,1,Georgia,"Burke, GA",Waynesboro
38280,GA01701,2018,1,1,Georgia,"Burke, GA",Waynesboro
38281,GA01701,2019,3,1,Georgia,"Burke, GA",Waynesboro
38284,GA01703,2019,1,1,Georgia,"Burke, GA",Sardis
38301,GA01800,2010,1,0,Georgia,"Butts, GA",Butts County
38302,GA01800,2011,3,2,Georgia,"Butts, GA",Butts County
38303,GA01800,2014,1,1,Georgia,"Butts, GA",Butts County
38304,GA01800,2015,0,1,Georgia,"Butts, GA",Butts County
38305,GA01800,2016,1,0,Georgia,"Butts, GA",Butts County
38306,GA01800,2018,2,2,Georgia,"Butts, GA",Butts County
38307,GA01800,2019,2,2,Georgia,"Butts, GA",Butts County
38336,GA01901,2017,1,0,Georgia,"Calhoun, GA",Arlington
38362,GA02000,2011,2,1,Georgia,"Camden, GA",Camden County
38363,GA02000,2013,1,0,Georgia,"Camden, GA",Camden County
38364,GA02000,2017,1,0,Georgia,"Camden, GA",Camden County
