,ORI,YEAR,MRD,CLR,State,County,Agency
38365,GA02000,2019,3,0,Georgia,"Camden, GA",Camden County
38377,GA02001,2017,1,0,Georgia,"Camden, GA",Kingsland
38378,GA02001,2018,1,0,Georgia,"Camden, GA",Kingsland
38391,GA02002,2012,2,0,Georgia,"Camden, GA",St. Marys
38408,GA02101,2016,1,1,Georgia,"Candler, GA",Metter
38409,GA02101,2017,1,0,Georgia,"Candler, GA",Metter
38444,GA02200,2011,2,0,Georgia,"Carroll, GA",Carroll County
38445,GA02200,2012,1,1,Georgia,"Carroll, GA",Carroll County
38446,GA02200,2013,2,2,Georgia,"Carroll, GA",Carroll County
38447,GA02200,2014,4,4,Georgia,"Carroll, GA",Carroll County
38448,GA02200,2016,1,1,Georgia,"Carroll, GA",Carroll County
38449,GA02200,2017,3,2,Georgia,"Carroll, GA",Carroll County
38482,GA02201,2010,2,2,Georgia,"Carroll, GA",Carrollton
38483,GA02201,2011,1,1,Georgia,"Carroll, GA",Carrollton
38484,GA02201,2012,2,2,Georgia,"Carroll, GA",Carrollton
38485,GA02201,2013,1,1,Georgia,"Carroll, GA",Carrollton
38486,GA02201,2014,1,1,Georgia,"Carroll, GA",Carrollton
38487,GA02201,2015,2,1,Georgia,"Carroll, GA",Carrollton
38488,GA02201,2016,1,1,Georgia,"Carroll, GA",Carrollton
38489,GA02201,2018,1,1,Georgia,"Carroll, GA",Carrollton
38505,GA02202,2013,2,2,Georgia,"Carroll, GA",Villa Rica
38506,GA02202,2016,1,0,Georgia,"Carroll, GA",Villa Rica
38507,GA02202,2017,1,0,Georgia,"Carroll, GA",Villa Rica
38508,GA02202,2018,1,1,Georgia,"Carroll, GA",Villa Rica
38536,GA02300,2012,1,1,Georgia,"Catoosa, GA",Catoosa County
38537,GA02300,2014,2,0,Georgia,"Catoosa, GA",Catoosa County
38538,GA02300,2015,2,0,Georgia,"Catoosa, GA",Catoosa County
38539,GA02300,2016,2,1,Georgia,"Catoosa, GA",Catoosa County
38540,GA02300,2017,0,1,Georgia,"Catoosa, GA",Catoosa County
38541,GA02300,2018,1,0,Georgia,"Catoosa, GA",Catoosa County
38542,GA02300,2019,1,0,Georgia,"Catoosa, GA",Catoosa County
38551,GA02301,2012,2,0,Georgia,"Catoosa, GA",Fort Oglethorpe
38552,GA02301,2015,1,0,Georgia,"Catoosa, GA",Fort Oglethorpe
38553,GA02301,2016,0,1,Georgia,"Catoosa, GA",Fort Oglethorpe
38554,GA02301,2017,0,1,Georgia,"Catoosa, GA",Fort Oglethorpe
38567,GA02400,2015,1,1,Georgia,"Charlton, GA",Charlton County
38568,GA02400,2018,4,4,Georgia,"Charlton, GA",Charlton County
38569,GA02400,2019,1,0,Georgia,"Charlton, GA",Charlton County
38608,GA02501,2018,3,3,Georgia,"Chatham, GA",Chatham County Police Department
38609,GA02501,2019,3,2,Georgia,"Chatham, GA",Chatham County Police Department
38639,GA02502,2015,1,1,Georgia,"Chatham, GA",Garden City
38640,GA02502,2017,2,0,Georgia,"Chatham, GA",Garden City
38686,GA02503,2010,20,14,Georgia,"Chatham, GA",Savannah
38687,GA02503,2011,26,10,Georgia,"Chatham, GA",Savannah
38688,GA02503,2012,23,7,Georgia,"Chatham, GA",Savannah
38689,GA02503,2013,30,9,Georgia,"Chatham, GA",Savannah
38690,GA02503,2014,32,7,Georgia,"Chatham, GA",Savannah
38691,GA02503,2015,54,39,Georgia,"Chatham, GA",Savannah
38692,GA02503,2016,50,26,Georgia,"Chatham, GA",Savannah
38693,GA02503,2017,35,19,Georgia,"Chatham, GA",Savannah
38694,GA02503,2018,28,15,Georgia,"Chatham, GA",Savannah
38695,GA02503,2019,19,10,Georgia,"Chatham, GA",Savannah
38702,GA02504,2011,1,1,Georgia,"Chatham, GA",Pooler
38703,GA02504,2012,1,1,Georgia,"Chatham, GA",Pooler
38704,GA02504,2019,2,0,Georgia,"Chatham, GA",Pooler
38711,GA02505,2011,1,1,Georgia,"Chatham, GA",Port Wentworth
38712,GA02505,2014,1,0,Georgia,"Chatham, GA",Port Wentworth
38713,GA02505,2016,1,1,Georgia,"Chatham, GA",Port Wentworth
38714,GA02505,2017,1,1,Georgia,"Chatham, GA",Port Wentworth
38715,GA02505,2018,1,1,Georgia,"Chatham, GA",Port Wentworth
38720,GA02507,2011,1,1,Georgia,"Chatham, GA",Thunderbolt
38721,GA02507,2013,2,0,Georgia,"Chatham, GA",Thunderbolt
38726,GA02510,2013,1,0,Georgia,"Chatham, GA",Savannah State Universit
38727,GA02510,2015,1,0,Georgia,"Chatham, GA",Savannah State Universit
38728,GA02516,2018,0,1,Georgia,"Chatham, GA",Chatham Cty Board Of Ed
38733,GA02600,2011,2,2,Georgia,"Chattahoochee, GA",Chattahoochee County
38784,GA02800,2010,1,0,Georgia,"Cherokee, GA",Cherokee County
38785,GA02800,2011,0,1,Georgia,"Cherokee, GA",Cherokee County
38786,GA02800,2012,3,4,Georgia,"Cherokee, GA",Cherokee County
38787,GA02800,2013,3,1,Georgia,"Cherokee, GA",Cherokee County
38788,GA02800,2014,1,3,Georgia,"Cherokee, GA",Cherokee County
38789,GA02800,2015,2,0,Georgia,"Cherokee, GA",Cherokee County
38790,GA02800,2016,4,5,Georgia,"Cherokee, GA",Cherokee County
38791,GA02800,2018,0,1,Georgia,"Cherokee, GA",Cherokee County
38801,GA02801,2011,3,3,Georgia,"Cherokee, GA",Canton
38802,GA02801,2016,3,0,Georgia,"Cherokee, GA",Canton
38803,GA02801,2017,2,0,Georgia,"Cherokee, GA",Canton
38804,GA02801,2019,1,0,Georgia,"Cherokee, GA",Canton
38806,GA02803,2017,1,0,Georgia,"Cherokee, GA",Holly Springs
38808,GA02805,2015,1,0,Georgia,"Cherokee, GA",Woodstock
38809,GA02805,2016,1,1,Georgia,"Cherokee, GA",Woodstock
38810,GA02805,2017,1,1,Georgia,"Cherokee, GA",Woodstock
38861,GA02901,2010,5,6,Georgia,"Clarke, GA",Athens-Clarke County
38862,GA02901,2011,6,6,Georgia,"Clarke, GA",Athens-Clarke County
38863,GA02901,2012,5,4,Georgia,"Clarke, GA",Athens-Clarke County
38864,GA02901,2013,2,5,Georgia,"Clarke, GA",Athens-Clarke County
38865,GA02901,2014,4,3,Georgia,"Clarke, GA",Athens-Clarke County
38866,GA02901,2015,3,3,Georgia,"Clarke, GA",Athens-Clarke County
38867,GA02901,2016,4,1,Georgia,"Clarke, GA",Athens-Clarke County
38868,GA02901,2017,6,4,Georgia,"Clarke, GA",Athens-Clarke County
38869,GA02901,2018,0,3,Georgia,"Clarke, GA",Athens-Clarke County
38897,GA03000,2011,2,2,Georgia,"Clay, GA",Clay County
38944,GA03101,2010,12,6,Georgia,"Clayton, GA",Clayton County Police Department
38945,GA03101,2011,28,15,Georgia,"Clayton, GA",Clayton County Police Department
38946,GA03101,2012,24,16,Georgia,"Clayton, GA",Clayton County Police Department
38947,GA03101,2013,30,18,Georgia,"Clayton, GA",Clayton County Police Department
38948,GA03101,2014,21,14,Georgia,"Clayton, GA",Clayton County Police Department
38949,GA03101,2015,18,9,Georgia,"Clayton, GA",Clayton County Police Department
38950,GA03101,2016,39,12,Georgia,"Clayton, GA",Clayton County Police Department
38951,GA03101,2017,35,14,Georgia,"Clayton, GA",Clayton County Police Department
38952,GA03101,2018,37,16,Georgia,"Clayton, GA",Clayton County Police Department
38953,GA03101,2019,33,16,Georgia,"Clayton, GA",Clayton County Police Department
38992,GA03102,2010,2,0,Georgia,"Clayton, GA",Forest Park
38993,GA03102,2012,2,2,Georgia,"Clayton, GA",Forest Park
38994,GA03102,2013,1,1,Georgia,"Clayton, GA",Forest Park
38995,GA03102,2014,1,0,Georgia,"Clayton, GA",Forest Park
38996,GA03102,2015,2,1,Georgia,"Clayton, GA",Forest Park
38997,GA03102,2016,4,3,Georgia,"Clayton, GA",Forest Park
38998,GA03102,2017,4,0,Georgia,"Clayton, GA",Forest Park
38999,GA03102,2018,3,4,Georgia,"Clayton, GA",Forest Park
39000,GA03102,2019,2,1,Georgia,"Clayton, GA",Forest Park
39010,GA03103,2015,1,0,Georgia,"Clayton, GA",Morrow
39011,GA03103,2016,1,0,Georgia,"Clayton, GA",Morrow
39012,GA03103,2017,1,1,Georgia,"Clayton, GA",Morrow
39017,GA03104,2011,1,0,Georgia,"Clayton, GA",Jonesboro
39018,GA03104,2012,1,1,Georgia,"Clayton, GA",Jonesboro
39033,GA03105,2010,1,0,Georgia,"Clayton, GA",Riverdale
39034,GA03105,2012,1,1,Georgia,"Clayton, GA",Riverdale
39035,GA03105,2013,0,1,Georgia,"Clayton, GA",Riverdale
39036,GA03105,2014,2,1,Georgia,"Clayton, GA",Riverdale
39037,GA03105,2015,2,1,Georgia,"Clayton, GA",Riverdale
39038,GA03105,2016,4,4,Georgia,"Clayton, GA",Riverdale
39039,GA03105,2017,4,4,Georgia,"Clayton, GA",Riverdale
39040,GA03105,2018,2,0,Georgia,"Clayton, GA",Riverdale
39041,GA03105,2019,0,1,Georgia,"Clayton, GA",Riverdale
39043,GA03106,2014,1,0,Georgia,"Clayton, GA",Lake City
39044,GA03106,2018,1,1,Georgia,"Clayton, GA",Lake City
39047,GA03108,2015,1,0,Georgia,"Clayton, GA",Clayton State University
39065,GA03200,2014,2,4,Georgia,"Clinch, GA",Clinch County
39066,GA03200,2018,1,2,Georgia,"Clinch, GA",Clinch County
39073,GA03201,2010,1,1,Georgia,"Clinch, GA",Homerville
39074,GA03201,2012,2,2,Georgia,"Clinch, GA",Homerville
39096,GA03301,2012,0,1,Georgia,"Cobb, GA",Austell
39138,GA03302,2010,13,0,Georgia,"Cobb, GA",Cobb County Police Department
39139,GA03302,2011,18,5,Georgia,"Cobb, GA",Cobb County Police Department
39140,GA03302,2012,11,13,Georgia,"Cobb, GA",Cobb County Police Department
39141,GA03302,2013,18,8,Georgia,"Cobb, GA",Cobb County Police Department
39142,GA03302,2014,14,20,Georgia,"Cobb, GA",Cobb County Police Department
39143,GA03302,2015,17,11,Georgia,"Cobb, GA",Cobb County Police Department
39144,GA03302,2016,16,10,Georgia,"Cobb, GA",Cobb County Police Department
39145,GA03302,2017,19,19,Georgia,"Cobb, GA",Cobb County Police Department
39146,GA03302,2018,8,12,Georgia,"Cobb, GA",Cobb County Police Department
39147,GA03302,2019,13,9,Georgia,"Cobb, GA",Cobb County Police Department
39191,GA03303,2010,2,2,Georgia,"Cobb, GA",Marietta
39192,GA03303,2011,5,1,Georgia,"Cobb, GA",Marietta
39193,GA03303,2012,1,0,Georgia,"Cobb, GA",Marietta
39194,GA03303,2013,5,0,Georgia,"Cobb, GA",Marietta
39195,GA03303,2014,5,1,Georgia,"Cobb, GA",Marietta
39196,GA03303,2015,7,2,Georgia,"Cobb, GA",Marietta
39197,GA03303,2016,1,0,Georgia,"Cobb, GA",Marietta
39198,GA03303,2017,4,6,Georgia,"Cobb, GA",Marietta
39199,GA03303,2018,3,4,Georgia,"Cobb, GA",Marietta
39200,GA03303,2019,1,0,Georgia,"Cobb, GA",Marietta
39234,GA03304,2010,1,0,Georgia,"Cobb, GA",Smyrna
39235,GA03304,2011,3,3,Georgia,"Cobb, GA",Smyrna
39236,GA03304,2012,3,2,Georgia,"Cobb, GA",Smyrna
39237,GA03304,2013,2,1,Georgia,"Cobb, GA",Smyrna
39238,GA03304,2014,2,4,Georgia,"Cobb, GA",Smyrna
39239,GA03304,2015,0,1,Georgia,"Cobb, GA",Smyrna
39240,GA03304,2016,1,1,Georgia,"Cobb, GA",Smyrna
39241,GA03304,2017,3,1,Georgia,"Cobb, GA",Smyrna
39249,GA03305,2011,1,1,Georgia,"Cobb, GA",Acworth
39250,GA03305,2018,1,0,Georgia,"Cobb, GA",Acworth
39261,GA03306,2014,1,1,Georgia,"Cobb, GA",Kennesaw
39262,GA03306,2019,1,0,Georgia,"Cobb, GA",Kennesaw
39268,GA03308,2010,1,1,Georgia,"Cobb, GA",Powder Springs
39269,GA03308,2011,1,1,Georgia,"Cobb, GA",Powder Springs
39270,GA03308,2013,1,0,Georgia,"Cobb, GA",Powder Springs
39271,GA03308,2014,2,0,Georgia,"Cobb, GA",Powder Springs
39272,GA03308,2015,2,0,Georgia,"Cobb, GA",Powder Springs
39273,GA03308,2017,1,0,Georgia,"Cobb, GA",Powder Springs
39274,GA03308,2018,0,1,Georgia,"Cobb, GA",Powder Springs
39305,GA03400,2011,1,1,Georgia,"Coffee, GA",Coffee County
39306,GA03400,2012,3,2,Georgia,"Coffee, GA",Coffee County
39307,GA03400,2013,1,0,Georgia,"Coffee, GA",Coffee County
39308,GA03400,2015,3,3,Georgia,"Coffee, GA",Coffee County
39309,GA03400,2016,1,1,Georgia,"Coffee, GA",Coffee County
39310,GA03400,2017,3,3,Georgia,"Coffee, GA",Coffee County
39311,GA03400,2018,1,1,Georgia,"Coffee, GA",Coffee County
39312,GA03400,2019,2,2,Georgia,"Coffee, GA",Coffee County
39335,GA03401,2010,1,0,Georgia,"Coffee, GA",Douglas
39336,GA03401,2012,1,0,Georgia,"Coffee, GA",Douglas
39337,GA03401,2013,2,0,Georgia,"Coffee, GA",Douglas
39338,GA03401,2015,1,0,Georgia,"Coffee, GA",Douglas
39372,GA03500,2011,1,0,Georgia,"Colquitt, GA",Colquitt County
39373,GA03500,2012,1,0,Georgia,"Colquitt, GA",Colquitt County
39409,GA03501,2010,4,3,Georgia,"Colquitt, GA",Moultrie
39410,GA03501,2011,1,1,Georgia,"Colquitt, GA",Moultrie
39411,GA03501,2012,2,1,Georgia,"Colquitt, GA",Moultrie
39412,GA03501,2013,2,2,Georgia,"Colquitt, GA",Moultrie
39413,GA03501,2015,4,0,Georgia,"Colquitt, GA",Moultrie
39414,GA03501,2016,3,2,Georgia,"Colquitt, GA",Moultrie
39415,GA03501,2017,2,0,Georgia,"Colquitt, GA",Moultrie
39416,GA03501,2018,2,0,Georgia,"Colquitt, GA",Moultrie
39417,GA03501,2019,1,0,Georgia,"Colquitt, GA",Moultrie
39421,GA03503,2012,1,1,Georgia,"Colquitt, GA",Doerun
39451,GA03600,2010,1,1,Georgia,"Columbia, GA",Columbia County
39452,GA03600,2011,4,3,Georgia,"Columbia, GA",Columbia County
39453,GA03600,2012,1,1,Georgia,"Columbia, GA",Columbia County
39454,GA03600,2013,1,1,Georgia,"Columbia, GA",Columbia County
39455,GA03600,2014,1,1,Georgia,"Columbia, GA",Columbia County
39456,GA03600,2015,2,2,Georgia,"Columbia, GA",Columbia County
39457,GA03600,2016,8,12,Georgia,"Columbia, GA",Columbia County
39458,GA03600,2017,0,1,Georgia,"Columbia, GA",Columbia County
39459,GA03600,2018,1,0,Georgia,"Columbia, GA",Columbia County
39460,GA03600,2019,1,0,Georgia,"Columbia, GA",Columbia County
39465,GA03601,2016,1,0,Georgia,"Columbia, GA",Grovetown
39466,GA03601,2018,1,0,Georgia,"Columbia, GA",Grovetown
39484,GA03700,2013,1,1,Georgia,"Cook, GA",Cook County
39503,GA03701,2014,1,0,Georgia,"Cook, GA",Adel
39504,GA03701,2015,1,1,Georgia,"Cook, GA",Adel
39505,GA03701,2017,1,2,Georgia,"Cook, GA",Adel
39506,GA03701,2019,0,1,Georgia,"Cook, GA",Adel
39509,GA03703,2015,1,1,Georgia,"Cook, GA",Sparks
39540,GA03800,2010,1,1,Georgia,"Coweta, GA",Coweta County
39541,GA03800,2011,2,2,Georgia,"Coweta, GA",Coweta County
39542,GA03800,2014,4,4,Georgia,"Coweta, GA",Coweta County
39543,GA03800,2017,6,6,Georgia,"Coweta, GA",Coweta County
39544,GA03800,2018,1,1,Georgia,"Coweta, GA",Coweta County
39545,GA03800,2019,5,3,Georgia,"Coweta, GA",Coweta County
39578,GA03801,2010,2,2,Georgia,"Coweta, GA",Newnan
39579,GA03801,2011,2,0,Georgia,"Coweta, GA",Newnan
39580,GA03801,2012,2,2,Georgia,"Coweta, GA",Newnan
39581,GA03801,2013,1,1,Georgia,"Coweta, GA",Newnan
39582,GA03801,2014,3,1,Georgia,"Coweta, GA",Newnan
39583,GA03801,2015,4,0,Georgia,"Coweta, GA",Newnan
39584,GA03801,2016,1,1,Georgia,"Coweta, GA",Newnan
39585,GA03801,2017,1,1,Georgia,"Coweta, GA",Newnan
39586,GA03801,2018,3,2,Georgia,"Coweta, GA",Newnan
39587,GA03801,2019,3,2,Georgia,"Coweta, GA",Newnan
39589,GA03803,2016,1,1,Georgia,"Coweta, GA",Senoia
39601,GA03900,2010,1,2,Georgia,"Crawford, GA",Crawford County
39602,GA03900,2011,0,1,Georgia,"Crawford, GA",Crawford County
39603,GA03900,2012,1,0,Georgia,"Crawford, GA",Crawford County
39604,GA03900,2013,1,1,Georgia,"Crawford, GA",Crawford County
39605,GA03900,2017,1,1,Georgia,"Crawford, GA",Crawford County
39629,GA04000,2014,2,1,Georgia,"Crisp, GA",Crisp County
39630,GA04000,2015,1,1,Georgia,"Crisp, GA",Crisp County
39631,GA04000,2017,0,1,Georgia,"Crisp, GA",Crisp County
39661,GA04001,2010,1,1,Georgia,"Crisp, GA",Cordele
39662,GA04001,2011,3,3,Georgia,"Crisp, GA",Cordele
39663,GA04001,2012,3,2,Georgia,"Crisp, GA",Cordele
39664,GA04001,2015,2,1,Georgia,"Crisp, GA",Cordele
39665,GA04001,2016,2,1,Georgia,"Crisp, GA",Cordele
39666,GA04001,2017,3,2,Georgia,"Crisp, GA",Cordele
39667,GA04001,2018,2,0,Georgia,"Crisp, GA",Cordele
39668,GA04001,2019,1,0,Georgia,"Crisp, GA",Cordele
39685,GA04100,2010,1,0,Georgia,"Dade, GA",Dade County
39686,GA04100,2011,1,0,Georgia,"Dade, GA",Dade County
39704,GA04200,2014,1,1,Georgia,"Dawson, GA",Dawson County
39705,GA04200,2015,2,0,Georgia,"Dawson, GA",Dawson County
39706,GA04200,2019,2,1,Georgia,"Dawson, GA",Dawson County
39738,GA04300,2011,2,2,Georgia,"Decatur, GA",Decatur County
39739,GA04300,2012,1,0,Georgia,"Decatur, GA",Decatur County
39740,GA04300,2013,0,1,Georgia,"Decatur, GA",Decatur County
39741,GA04300,2014,2,2,Georgia,"Decatur, GA",Decatur County
39742,GA04300,2015,0,1,Georgia,"Decatur, GA",Decatur County
39743,GA04300,2016,1,1,Georgia,"Decatur, GA",Decatur County
39744,GA04300,2017,1,1,Georgia,"Decatur, GA",Decatur County
39774,GA04301,2010,1,1,Georgia,"Decatur, GA",Bainbridge
39775,GA04301,2011,1,1,Georgia,"Decatur, GA",Bainbridge
39776,GA04301,2012,2,1,Georgia,"Decatur, GA",Bainbridge
39777,GA04301,2013,1,1,Georgia,"Decatur, GA",Bainbridge
39778,GA04301,2014,1,1,Georgia,"Decatur, GA",Bainbridge
39779,GA04301,2015,1,0,Georgia,"Decatur, GA",Bainbridge
39780,GA04301,2017,1,1,Georgia,"Decatur, GA",Bainbridge
39781,GA04301,2019,1,0,Georgia,"Decatur, GA",Bainbridge
39829,GA04401,2010,1,1,Georgia,"De Kalb, GA",Decatur
39830,GA04401,2013,1,1,Georgia,"De Kalb, GA",Decatur
39831,GA04401,2014,1,1,Georgia,"De Kalb, GA",Decatur
39832,GA04401,2016,1,1,Georgia,"De Kalb, GA",Decatur
39833,GA04401,2018,3,3,Georgia,"De Kalb, GA",Decatur
39834,GA04401,2019,2,1,Georgia,"De Kalb, GA",Decatur
39876,GA04402,2010,80,28,Georgia,"De Kalb, GA",Dekalb County Police Department
39877,GA04402,2011,64,29,Georgia,"De Kalb, GA",Dekalb County Police Department
39878,GA04402,2012,73,35,Georgia,"De Kalb, GA",Dekalb County Police Department
39879,GA04402,2013,60,22,Georgia,"De Kalb, GA",Dekalb County Police Department
39880,GA04402,2014,90,25,Georgia,"De Kalb, GA",Dekalb County Police Department
39881,GA04402,2015,69,11,Georgia,"De Kalb, GA",Dekalb County Police Department
39882,GA04402,2016,76,8,Georgia,"De Kalb, GA",Dekalb County Police Department
39883,GA04402,2017,89,8,Georgia,"De Kalb, GA",Dekalb County Police Department
39884,GA04402,2018,82,11,Georgia,"De Kalb, GA",Dekalb County Police Department
39885,GA04402,2019,85,13,Georgia,"De Kalb, GA",Dekalb County Police Department
39887,GA04403,2010,1,1,Georgia,"De Kalb, GA",Avondale Estates
39911,GA04404,2010,2,3,Georgia,"De Kalb, GA",Chamblee
39912,GA04404,2011,1,0,Georgia,"De Kalb, GA",Chamblee
39913,GA04404,2012,0,2,Georgia,"De Kalb, GA",Chamblee
39914,GA04404,2014,1,0,Georgia,"De Kalb, GA",Chamblee
39915,GA04404,2015,3,1,Georgia,"De Kalb, GA",Chamblee
39916,GA04404,2016,4,1,Georgia,"De Kalb, GA",Chamblee
39917,GA04404,2017,3,1,Georgia,"De Kalb, GA",Chamblee
39931,GA04405,2015,1,0,Georgia,"De Kalb, GA",Clarkston
39932,GA04405,2017,1,1,Georgia,"De Kalb, GA",Clarkston
39933,GA04405,2018,1,0,Georgia,"De Kalb, GA",Clarkston
39934,GA04405,2019,4,3,Georgia,"De Kalb, GA",Clarkston
39950,GA04406,2017,1,0,Georgia,"De Kalb, GA",Doraville
39957,GA04407,2015,1,0,Georgia,"De Kalb, GA",Lithonia
39958,GA04407,2017,1,0,Georgia,"De Kalb, GA",Lithonia
39964,GA04409,2012,1,0,Georgia,"De Kalb, GA",Stone Mountain
39965,GA04409,2017,1,0,Georgia,"De Kalb, GA",Stone Mountain
39966,GA04409,2018,1,0,Georgia,"De Kalb, GA",Stone Mountain
39968,GA04414,2015,0,1,Georgia,"De Kalb, GA",Emory University
39969,GA04416,2013,1,1,Georgia,"De Kalb, GA",Georgia Perimeter Colleg
39971,GA04451,2014,1,1,Georgia,"De Kalb, GA",Dekalb County School System
39972,GA04471,2010,3,0,Georgia,"De Kalb, GA",Dunwoody
39973,GA04471,2011,1,1,Georgia,"De Kalb, GA",Dunwoody
39974,GA04471,2012,1,1,Georgia,"De Kalb, GA",Dunwoody
39975,GA04471,2013,1,1,Georgia,"De Kalb, GA",Dunwoody
39976,GA04471,2015,1,1,Georgia,"De Kalb, GA",Dunwoody
39977,GA04471,2017,1,0,Georgia,"De Kalb, GA",Dunwoody
39978,GA04471,2018,1,1,Georgia,"De Kalb, GA",Dunwoody
39979,GA04471,2019,2,2,Georgia,"De Kalb, GA",Dunwoody
39980,GA04472,2014,1,1,Georgia,"De Kalb, GA",Brook Haven
39981,GA04472,2015,2,4,Georgia,"De Kalb, GA",Brook Haven
39982,GA04472,2016,2,1,Georgia,"De Kalb, GA",Brook Haven
39983,GA04472,2017,1,1,Georgia,"De Kalb, GA",Brook Haven
39984,GA04472,2018,1,0,Georgia,"De Kalb, GA",Brook Haven
39985,GA04472,2019,2,0,Georgia,"De Kalb, GA",Brook Haven
40003,GA04500,2010,1,1,Georgia,"Dodge, GA",Dodge County
40004,GA04500,2011,1,0,Georgia,"Dodge, GA",Dodge County
40005,GA04500,2013,2,0,Georgia,"Dodge, GA",Dodge County
40006,GA04500,2014,2,2,Georgia,"Dodge, GA",Dodge County
40007,GA04500,2015,1,1,Georgia,"Dodge, GA",Dodge County
40008,GA04500,2018,2,2,Georgia,"Dodge, GA",Dodge County
40009,GA04500,2019,1,0,Georgia,"Dodge, GA",Dodge County
40015,GA04501,2019,1,1,Georgia,"Dodge, GA",Eastman
40027,GA04601,2014,1,0,Georgia,"Dooly, GA",Vienna
40028,GA04601,2018,2,0,Georgia,"Dooly, GA",Vienna
40086,GA04701,2010,11,6,Georgia,"Dougherty, GA",Albany
40087,GA04701,2011,13,12,Georgia,"Dougherty, GA",Albany
40088,GA04701,2012,4,3,Georgia,"Dougherty, GA",Albany
40089,GA04701,2013,8,3,Georgia,"Dougherty, GA",Albany
40090,GA04701,2014,9,4,Georgia,"Dougherty, GA",Albany
40091,GA04701,2015,9,9,Georgia,"Dougherty, GA",Albany
40092,GA04701,2016,16,14,Georgia,"Dougherty, GA",Albany
40093,GA04701,2017,22,21,Georgia,"Dougherty, GA",Albany
40094,GA04701,2018,15,13,Georgia,"Dougherty, GA",Albany
40095,GA04701,2019,12,9,Georgia,"Dougherty, GA",Albany
40115,GA04702,2010,1,1,Georgia,"Dougherty, GA",Dougherty County Police Department
40116,GA04702,2018,1,0,Georgia,"Dougherty, GA",Dougherty County Police Department
40152,GA04800,2010,4,2,Georgia,"Douglas, GA",Douglas County
40153,GA04800,2011,2,1,Georgia,"Douglas, GA",Douglas County
40154,GA04800,2012,1,1,Georgia,"Douglas, GA",Douglas County
40155,GA04800,2013,2,1,Georgia,"Douglas, GA",Douglas County
40156,GA04800,2014,2,0,Georgia,"Douglas, GA",Douglas County
40157,GA04800,2015,6,5,Georgia,"Douglas, GA",Douglas County
40158,GA04800,2016,7,1,Georgia,"Douglas, GA",Douglas County
40159,GA04800,2017,4,1,Georgia,"Douglas, GA",Douglas County
40160,GA04800,2018,4,1,Georgia,"Douglas, GA",Douglas County
40161,GA04800,2019,1,0,Georgia,"Douglas, GA",Douglas County
40178,GA04801,2010,1,0,Georgia,"Douglas, GA",Douglasville
40179,GA04801,2013,2,1,Georgia,"Douglas, GA",Douglasville
40180,GA04801,2014,5,3,Georgia,"Douglas, GA",Douglasville
40181,GA04801,2015,0,1,Georgia,"Douglas, GA",Douglasville
40182,GA04801,2016,4,1,Georgia,"Douglas, GA",Douglasville
40183,GA04801,2017,0,1,Georgia,"Douglas, GA",Douglasville
40196,GA04900,2010,2,0,Georgia,"Early, GA",Early County
40197,GA04900,2012,1,1,Georgia,"Early, GA",Early County
40198,GA04900,2015,2,2,Georgia,"Early, GA",Early County
40209,GA04901,2011,1,0,Georgia,"Early, GA",Blakely
40210,GA04901,2015,1,0,Georgia,"Early, GA",Blakely
40213,GA05000,2010,1,1,Georgia,"Echols, GA",Echols County
40229,GA05100,2010,1,1,Georgia,"Effingham, GA",Effingham County
40230,GA05100,2012,1,1,Georgia,"Effingham, GA",Effingham County
40231,GA05100,2013,2,2,Georgia,"Effingham, GA",Effingham County
40232,GA05100,2016,0,1,Georgia,"Effingham, GA",Effingham County
40233,GA05102,2010,1,0,Georgia,"Effingham, GA",Rincon
40234,GA05102,2018,1,0,Georgia,"Effingham, GA",Rincon
40237,GA05103,2015,1,1,Georgia,"Effingham, GA",Springfield
40267,GA05200,2012,2,2,Georgia,"Elbert, GA",Elbert County
40268,GA05200,2017,1,1,Georgia,"Elbert, GA",Elbert County
40294,GA05201,2016,1,0,Georgia,"Elbert, GA",Elberton
40319,GA05300,2010,1,1,Georgia,"Emanuel, GA",Emanuel County
40320,GA05300,2013,1,1,Georgia,"Emanuel, GA",Emanuel County
40321,GA05300,2016,1,1,Georgia,"Emanuel, GA",Emanuel County
