ORI,YEAR,MRD,CLR,State,County,Agency
VA12700,2013,7,4,Virginia,"Suffolk, VA",Suffolk County
PA02308,2018,1,1,Pennsylvania,"Delaware, PA",Darby
KYKSP09,2017,4,2,Kentucky,"Pike, KY",State Police Post 9
NJ00210,2011,1,1,New Jersey,"Bergen, NJ",Dumont
TX10700,2012,2,1,Texas,"Henderson, TX",Henderson County
OH06000,2012,1,1,Ohio,"Muskingum, OH",Muskingum County
NC01700,2010,1,1,North Carolina,"Caswell, NC",Caswell County
AL04702,2011,1,1,Alabama,"Madison, AL",Madison
NM02201,2018,3,0,New Mexico,"Roosevelt, NM",Portales
AL04701,2019,12,12,Alabama,"Madison, AL",Huntsville
CA03620,2015,0,1,California,"San Bernardino, CA",Big Bear Lake
WA01300,2015,2,2,Washington,"Grant, WA",Grant County
AL02700,2014,2,1,Alabama,"Dallas, AL",Dallas County
GA11502,2019,4,0,Georgia,"Polk, GA",Rockmart
MO05100,2017,1,1,Missouri,"Johnson, MO",Johnson County
ME002SP,2014,1,1,Maine,"Aroostook, ME",State Police: Aroostook County
PA00702,2010,1,0,Pennsylvania,"Blair, PA",Hollidaysburg
GA12701,2016,1,0,Georgia,"Stephens, GA",Toccoa
NH00114,2019,1,0,New Hampshire,"Belknap, NH",Laconia
IA03000,2013,1,0,Iowa,"Dickinson, IA",Dickinson County
MO03605,2011,1,0,Missouri,"Franklin, MO",St. Clair
PA054SP,2011,1,1,Pennsylvania,"Schuylkill, PA",State Police: Schuylkill County
OH01817,2017,5,0,Ohio,"Cuyahoga, OH",East Cleveland
CO00101,2010,24,16,Colorado,"Arapahoe, CO",Aurora
MI60160,2011,0,1,Michigan,"Montmorency, MI",Montmorency
MA00318,2013,1,0,Massachusetts,"Bristol, MA",Swansea
RI00302,2016,1,0,Rhodes Island,"Newport, RI",Middletown
IN04509,2018,4,3,Indiana,"Lake, IN",Hobart
TX08409,2016,2,0,Texas,"Galveston, TX",Texas City
MD01401,2012,4,5,Maryland,"Howard, MD",Howard County Police Department
CA01927,2012,1,0,California,"Los Angeles, CA",Hawaiian Gardens
CO00600,2018,1,0,Colorado,"Bent, CO",Bent County
IA06300,2015,1,0,Iowa,"Marion, IA",Marion County
MO09205,2015,1,1,Missouri,"St. Charles, MO",Wentzville
MA00610,2016,3,0,Massachusetts,"Franklin, MA",Greenfield
HI00100,2017,5,3,Hawaii,"Hawaii, HI",Hawaii Police Department County
NY02902,2014,1,1,New York,"Nassau, NY",Long Beach
NM02901,2011,1,1,New Mexico,"Taos, NM",Taos
PA02501,2011,1,1,Pennsylvania,"Erie, PA",Corry
OH01404,2011,2,2,Ohio,"Clinton, OH",Wilmington
PA061SP,2016,1,1,Pennsylvania,"Venango, PA",State Police: Venango County
LA04900,2013,1,1,Louisiana,"St. Landry, LA",St. Landry County
TX03103,2013,2,4,Texas,"Cameron, TX",Harlingen
NJ01514,2013,2,1,New Jersey,"Ocean, NJ",Lakewood Township
NB02201,2011,1,1,Nebraska,"Dakota, NE",South Sioux City
MT02400,2012,1,0,Montana,"Lake, MT",Lake County
AZ00725,2011,4,4,Arizona,"Maricopa, AZ",Scottsdale
MT01800,2017,1,1,Montana,"Glacier, MT",Glacier County
IL00401,2017,1,0,Illinois,"Boone, IL",Belvidere
MT03201,2015,4,1,Montana,"Missoula, MT",Missoula
OH04200,2017,2,0,Ohio,"Knox, OH",Knox County
NC08000,2013,1,2,North Carolina,"Rowan, NC",Rowan County
MI44144,2011,1,0,Michigan,"Lapeer, MI",Lapeer
WV03100,2013,1,0,West Virginia,"Monongalia, WV",Monongalia County
TN01901,2014,42,26,Tennessee,"Davidson, TN",Nashville
CA01945,2017,2,2,California,"Los Angeles, CA",Maywood
TN06301,2016,12,12,Tennessee,"Montgomery, TN",Clarksville
MD322SP,2011,3,3,Maryland,"Wicomico, MD",State Police: Wicomico County
FL00100,2015,1,1,Florida,"Alachua, FL",Alachua County
LA00700,2016,1,1,Louisiana,"Bienville, LA",Bienville County
GA04500,2019,1,0,Georgia,"Dodge, GA",Dodge County
MI39139,2017,3,2,Michigan,"Kalamazoo, MI",Kalamazoo
MO10702,2016,1,1,Missouri,"Taney, MO",Forsyth
LANPD00,2010,175,88,Louisiana,"Orleans, LA",New Orleans
IDDI004,2012,1,0,Idaho,"Nez Perce, ID",Nez Perce Tribal
IL08207,2011,25,0,Illinois,"St. Clair, IL",East St. Louis
NM03000,2016,1,0,New Mexico,"Torrance, NM",Torrance County
WI01701,2018,1,1,Wisconsin,"Dunn, WI",Menomonie
OH08500,2014,1,0,Ohio,"Wayne, OH",Wayne County
PA02202,2019,13,4,Pennsylvania,"Dauphin, PA",Harrisburg
CA01955,2013,29,3,California,"Los Angeles, CA",Pomona
MO01000,2011,1,0,Missouri,"Boone, MO",Boone County
IL08207,2018,23,0,Illinois,"St. Clair, IL",East St. Louis
MI25399,2017,3,3,Michigan,"Genesee, MI",Flint Township
PA04643,2014,1,1,Pennsylvania,"Montgomery, PA",Lower Salford Township
MI25398,2013,47,15,Michigan,"Genesee, MI",Flint
CA05000,2015,11,10,California,"Stanislaus, CA",Stanislaus County
TX24605,2018,1,1,Texas,"Williamson, TX",Round Rock
AR05800,2018,2,1,Arkansas,"Pope, AR",Pope County
MS01700,2019,2,0,Mississippi,"DeSoto, MS",Desoto County
CA04709,2016,1,1,California,"Siskiyou, CA",Yreka
WV00602,2018,4,2,West Virginia,"Cabell, WV",Huntington
WA03215,2012,1,1,Washington,"Spokane, WA",Spokane Valley
NB05501,2015,1,1,Nebraska,"Lancaster, NE",Lincoln
NC04202,2015,3,5,North Carolina,"Halifax, NC",Roanoke Rapids
AR04300,2011,3,1,Arkansas,"Lonoke, AR",Lonoke County
CA04000,2018,1,0,California,"San Luis Obispo, CA",San Luis Obispo County
TN07502,2010,1,1,Tennessee,"Rutherford, TN",Smyrna
AL03102,2014,3,2,Alabama,"Etowah, AL",Gadsden
MD00800,2019,2,2,Maryland,"Cecil, MD",Cecil County
WA03112,2010,1,1,Washington,"Snohomish, WA",Monroe
AR04002,2019,1,1,Arkansas,"Lincoln, AR",Star City
NJ01218,2019,1,1,New Jersey,"Middlesex, NJ",Plainsboro Township
FL01103,2014,1,1,Florida,"Collier, FL",Marco Island
OK07200,2010,1,0,Oklahoma,"Tulsa, OK",Tulsa County
NC02807,2015,1,1,North Carolina,"Dare, NC",Duck
CA04502,2018,2,3,California,"Shasta, CA",Redding
VTVSP01,2014,1,1,Vermont,"Addison, VT",State Police: Williston
WI01405,2019,1,1,Wisconsin,"Dodge, WI",Mayville
CA03331,2016,1,0,California,"Riverside, CA",La Quinta
OK05504,2011,7,6,Oklahoma,"Oklahoma, OK",Midwest City
MI50849,2015,2,2,Michigan,"Macomb, MI",Clinton Township
OH03701,2018,1,1,Ohio,"Hocking, OH",Logan
MTDI051,2010,2,0,Montana,"Rosebud, MT",Northern Cheyenne Agency
NJNPD00,2012,96,32,New Jersey,"Essex, NJ",Newark County
LA00400,2014,3,1,Louisiana,"Assumption, LA",Assumption County
TX11300,2010,1,1,Texas,"Houston, TX",Houston County
NB04001,2019,1,1,Nebraska,"Hall, NE",Grand Island
TN07502,2017,2,1,Tennessee,"Rutherford, TN",Smyrna
AR06201,2010,2,2,Arkansas,"St. Francis, AR",Forrest City
SC01602,2011,2,1,South Carolina,"Darlington, SC",Hartsville
TX22001,2014,13,10,Texas,"Tarrant, TX",Arlington
OK00801,2016,2,0,Oklahoma,"Caddo, OK",Anadarko
FL05309,2016,2,0,Florida,"Polk, FL",Haines City
NC07905,2015,2,3,North Carolina,"Rockingham, NC",Reidsville
NY05800,2018,4,1,New York,"Wayne, NY",Wayne County
NJ01810,2014,2,2,New Jersey,"Somerset, NJ",Hillsborough Township
CA03315,2018,6,3,California,"Riverside, CA",Corona
IL01691,2013,2,0,Illinois,"Cook, IL",Posen
WI01300,2015,5,6,Wisconsin,"Dane, WI",Dane County
MA00310,2011,2,1,Massachusetts,"Bristol, MA",Mansfield
TN02900,2013,1,0,Tennessee,"Grainger, TN",Grainger County
WY01700,2014,1,1,Wyoming,"Sheridan, WY",Sheridan County
IN04504,2010,1,0,Indiana,"Lake, IN",Lake Station
CA01800,2014,1,0,California,"Lassen, CA",Lassen County
WI01370,2012,3,3,Wisconsin,"Dane, WI",Fitchburg
SC01201,2018,2,1,South Carolina,"Chester, SC",Chester
MI82397,2018,2,2,Michigan,"Wayne, MI",Flat Rock
VA00100,2010,2,0,Virginia,"Accomack, VA",Accomack County
FL04500,2016,3,0,Florida,"Nassau, FL",Nassau County
TX09205,2013,5,5,Texas,"Gregg, TX",Longview
CODPD00,2011,37,21,Colorado,"Denver, CO",Denver
GA06008,2015,2,0,Georgia,"Fulton, GA",Palmetto
OR00901,2011,1,0,Oregon,"Deschutes, OR",Bend
FL01200,2011,3,1,Florida,"Columbia, FL",Columbia County
MS02501,2010,41,20,Mississippi,"Hinds, MS",Jackson
NJ00325,2019,1,1,New Jersey,"Burlington, NJ",Mount Laurel Township
IN04501,2015,1,0,Indiana,"Lake, IN",Cedar Lake
PA00247,2015,1,0,Pennsylvania,"Allegheny, PA",West Mifflin
IA09001,2016,1,1,Iowa,"Wapello, IA",Ottumwa
MI73173,2016,2,1,Michigan,"Saginaw, MI",Saginaw
OR02302,2014,2,2,Oregon,"Malheur, OR",Ontario
MI44144,2016,2,2,Michigan,"Lapeer, MI",Lapeer
FL00627,2012,1,1,Florida,"Broward, FL",Sunrise
ME01604,2017,1,0,Maine,"York, ME",Saco
TX04601,2015,2,0,Texas,"Comal, TX",New Braunfels
ID00103,2018,2,2,Idaho,"Ada, ID",Meridian
AR01400,2010,1,1,Arkansas,"Columbia, AR",Columbia County
OH01810,2017,1,0,Ohio,"Cuyahoga, OH",Brooklyn
NC04301,2010,2,0,North Carolina,"Harnett, NC",Dunn
OR02601,2013,5,0,Oregon,"Multnomah, OR",Gresham
MTDI051,2014,1,1,Montana,"Rosebud, MT",Northern Cheyenne Agency
TX13902,2016,1,0,Texas,"Lamar, TX",Paris
NC06600,2012,1,0,North Carolina,"Northampton, NC",Northampton County
PA017SP,2013,3,1,Pennsylvania,"Clearfield, PA",State Police: Clearfield County
MI11111,2016,2,0,Michigan,"Berrien, MI",Berrien
CA01201,2017,1,1,California,"Humboldt, CA",Arcata
WI00502,2016,4,4,Wisconsin,"Brown, WI",Green Bay
IL01673,2018,1,0,Illinois,"Cook, IL",Niles
CT00143,2014,2,2,Connecticut,"Litchfield, CT",Torrington
UT01804,2017,3,3,Utah,"Salt Lake, UT",South Salt Lake
IL01667,2015,13,0,Illinois,"Cook, IL",Maywood
PA025SP,2011,1,1,Pennsylvania,"Erie, PA",State Police: Erie County
IA09201,2011,1,0,Iowa,"Washington, IA",Washington
NC02900,2015,1,1,North Carolina,"Davidson, NC",Davidson County
CA03010,2019,2,2,California,"Orange, CA",Huntington Beach
MD01717,2011,1,1,Maryland,"Prince George's, MD",Laurel
TX01300,2018,1,0,Texas,"Bee, TX",Bee County
NM00801,2017,2,0,New Mexico,"Eddy, NM",Artesia
LA02905,2015,1,0,Louisiana,"Lafourche, LA",Thibodaux
TX10804,2015,2,2,Texas,"Hidalgo, TX",Edinburg
CA05604,2017,15,7,California,"Ventura, CA",Oxnard
MI11268,2017,1,0,Michigan,"Berrien, MI",Bridgman
SC02701,2019,1,1,South Carolina,"Jasper, SC",Hardeeville
PA046SP,2011,1,1,Pennsylvania,"Montgomery, PA",State Police: Skippack
CA04100,2019,3,5,California,"San Mateo, CA",San Mateo County
VT01206,2015,3,0,Vermont,"Washington, VT",Berlin
MO08803,2017,2,1,Missouri,"Randolph, MO",Moberly
WV02100,2010,2,2,West Virginia,"Lewis, WV",Lewis County
MS05501,2011,2,1,Mississippi,"Pearl River, MS",Picayune
SC04001,2019,29,12,South Carolina,"Richland, SC",Columbia
NC09101,2019,8,7,North Carolina,"Vance, NC",Henderson
NVDI063,2016,1,0,Nevada,"Elko, NV",Western Shoshone Tribal
CA03611,2016,1,1,California,"San Bernardino, CA",Upland
OK05901,2014,1,1,Oklahoma,"Pawnee, OK",Cleveland
CA03705,2012,2,1,California,"San Diego, CA",El Cajon
OH05007,2018,1,1,Ohio,"Mahoning, OH",Sebring
VA08500,2014,1,0,Virginia,"Shenandoah, VA",Shenandoah County
WA02701,2013,2,2,Washington,"Pierce, WA",Puyallup
FL06600,2013,3,3,Florida,"Walton, FL",Walton County
TX17501,2013,1,1,Texas,"Navarro, TX",Corsicana
MI63808,2017,1,1,Michigan,"Oakland, MI",Waterford Township
SD04902,2011,5,5,South Dakota,"Minnehaha, SD",Sioux Falls
TX03101,2015,3,1,Texas,"Cameron, TX",Brownsville
TN03000,2017,1,2,Tennessee,"Greene, TN",Greene County
MI61061,2011,1,0,Michigan,"Muskegon, MI",State Police: Muskegon County
WI03200,2010,2,2,Wisconsin,"La Crosse, WI",La Crosse County
CA04805,2015,1,0,California,"Solano, CA",Suisun City
NJ01325,2015,4,4,New Jersey,"Monmouth, NJ",Long Branch
MS03006,2014,2,1,Mississippi,"Jackson, MS",Unknown
ND00801,2019,1,1,North Dakota,"Burleigh, ND",Bismarck
AL06100,2011,1,0,Alabama,"Talladega, AL",Talladega County
AL02002,2012,1,0,Alabama,"Colbert, AL",Tuscumbia
CO00704,2017,4,2,Colorado,"Boulder, CO",Longmont
MNDI024,2016,1,1,Minnesota,"Mille Lacs, MN",Mille Lacs Tribal
UT00201,2013,1,0,Utah,"Box Elder, UT",Brigham City
RI00408,2017,1,1,Rhodes Island,"Providence, RI",Pawtucket
PA02313,2015,2,0,Pennsylvania,"Delaware, PA",Glenolden
AL04700,2010,7,5,Alabama,"Madison, AL",Madison County
FL02600,2016,5,5,Florida,"Hendry, FL",Hendry County
NC02400,2018,3,3,North Carolina,"Columbus, NC",Columbus County
IL0161A,2016,2,0,Illinois,"Cook, IL",Sauk Village
CA04202,2010,1,0,California,"Santa Barbara, CA",Lompoc
TX01900,2019,1,3,Texas,"Bowie, TX",Bowie County
NJ01814,2012,1,1,New Jersey,"Somerset, NJ",North Plainfield
CA01934,2010,1,1,California,"Los Angeles, CA",Irwindale
NC06003,2018,2,1,North Carolina,"Mecklenburg, NC",Pineville
WI02100,2014,0,1,Wisconsin,"Forest, WI",Forest County
IN03401,2013,2,2,Indiana,"Howard, IN",Kokomo
NY03824,2015,1,1,New York,"Otsego, NY",Cooperstown Village
AL00300,2019,2,1,Alabama,"Montgomery, AL",Montgomery County
SC01100,2015,2,2,South Carolina,"Cherokee, SC",Cherokee County
SC03217,2013,1,1,South Carolina,"Lexington, SC",Lexington Cnty Medical C
FL00617,2015,1,1,Florida,"Broward, FL",Lauderdale Lakes
SC04201,2010,6,4,South Carolina,"Spartanburg, SC",Spartanburg
TX05708,2012,1,1,Texas,"Dallas, TX",Desoto
LA00801,2017,4,5,Louisiana,"Bossier, LA",Bossier City
FL05401,2010,1,0,Florida,"Putnam, FL",Palatka
PA008SP,2019,3,3,Pennsylvania,"Bradford, PA",State Police: Bradford County
LA05304,2011,1,1,Louisiana,"Tangipahoa, LA",Amite
SC02100,2011,6,7,South Carolina,"Florence, SC",Florence County
OH05213,2012,1,1,Ohio,"Medina, OH",Montville Township
LA03700,2011,2,1,Louisiana,"Ouachita, LA",Ouachita County
AZ00725,2019,3,3,Arizona,"Maricopa, AZ",Scottsdale
TX11200,2017,2,2,Texas,"Hopkins, TX",Hopkins County
OR02400,2012,2,1,Oregon,"Marion, OR",Marion County
TX20500,2016,2,2,Texas,"San Patricio, TX",San Patricio County
SC03900,2010,4,4,South Carolina,"Pickens, SC",Pickens County
PA00285,2017,1,1,Pennsylvania,"Allegheny, PA",Plum
ID00101,2014,4,3,Idaho,"Ada, ID",Boise
OH06300,2015,1,0,Ohio,"Paulding, OH",Paulding County
CO03402,2013,1,1,Colorado,"La Plata, CO",Southern Ute Tribal
MI02002,2017,1,1,Michigan,"Alger, MI",State Police: Alger County
IA07714,2017,2,2,Iowa,"Polk, IA",Pleasant Hill
MI09239,2017,1,0,Michigan,"Bay, MI",Bay City
NC04400,2016,1,1,North Carolina,"Haywood, NC",Haywood County
VTVSP03,2014,4,4,Vermont,"Caledonia, VT",State Police: Rutland
FL01313,2013,1,1,Florida,"Miami-Dade, FL",Surfside
TX22000,2018,4,4,Texas,"Tarrant, TX",Tarrant County
NY03700,2019,1,1,New York,"Oswego, NY",Oswego County
TX12307,2010,6,4,Texas,"Jefferson, TX",Port Arthur
TX04326,2017,1,0,Texas,"Collin, TX",Anna
FL02100,2013,1,1,Florida,"Gilchrist, FL",Gilchrist County
FL00700,2013,1,1,Florida,"Calhoun, FL",Calhoun County
FL02000,2016,2,2,Florida,"Gadsden, FL",Gadsden County
PA02204,2010,2,1,Pennsylvania,"Dauphin, PA",Lower Paxton Township
SD04600,2019,1,1,South Dakota,"Meade, SD",Meade County
KYKSP04,2017,6,3,Kentucky,"Hardin, KY",State Police Post 4
CA03008,2010,3,2,California,"Orange, CA",Fullerton
PA06703,2016,1,1,Pennsylvania,"York, PA",Spring Garden Township
WV04001,2012,1,0,West Virginia,"Putnam, WV",Hurricane
HI00100,2019,4,2,Hawaii,"Hawaii, HI",Hawaii Police Department County
CA03616,2015,3,2,California,"San Bernardino, CA",Rancho Cucamonga
MO09201,2019,1,1,Missouri,"St. Charles, MO",O'Fallon
MN01910,2012,2,0,Minnesota,"Dakota, MN",Apple Valley
KS08700,2012,1,1,Kansas,"Sedgwick, KS",Sedgwick County
MO09541,2011,5,5,Missouri,"St. Louis, MO",Jennings
GA07100,2019,1,0,Georgia,"Haralson, GA",Haralson County
NY01701,2010,1,0,New York,"Fulton, NY",Gloversville
AL03102,2017,3,0,Alabama,"Etowah, AL",Gadsden
MI82343,2016,1,0,Michigan,"Wayne, MI",Dearborn
SC02302,2018,2,2,South Carolina,"Greenville, SC",Greenville
FL03600,2011,15,6,Florida,"Lee, FL",Lee County
MO02404,2018,2,1,Missouri,"Clay, MO",Gladstone
CA02113,2017,1,1,California,"Marin, CA",Marin Community College
AZ01503,2016,1,0,Arizona,"La Paz, AZ",Quartzsite
CA03331,2018,1,0,California,"Riverside, CA",La Quinta
FL05600,2015,3,1,Florida,"St. Lucie, FL",St. Lucie County
AL00401,2018,1,0,Alabama,"Autauga, AL",Prattville
CA01916,2018,2,1,California,"Los Angeles, CA",Covina
UT00601,2018,1,0,Utah,"Davis, UT",Bountiful
MI82082,2014,12,6,Michigan,"Wayne, MI",State Police: Wayne County
OK01301,2013,1,0,Oklahoma,"Cimarron, OK",Boise City
CA03902,2017,1,2,California,"San Joaquin, CA",Lodi
GA06400,2016,3,4,Georgia,"Gordon, GA",Gordon County
CA01946,2015,2,1,California,"Los Angeles, CA",Monrovia
TN07501,2014,7,2,Tennessee,"Rutherford, TN",Murfreesboro
VA06003,2010,1,0,Virginia,"Montgomery, VA",Christiansburg
CT00158,2012,0,1,Connecticut,"Fairfield, CT",Westport
WA03215,2010,3,3,Washington,"Spokane, WA",Spokane Valley
AZ01303,2014,1,0,Arizona,"Yavapai, AZ",Cottonwood
MN01305,2012,1,0,Minnesota,"Chisago, MN",North Branch
FL05309,2019,1,2,Florida,"Polk, FL",Haines City
FL04600,2013,2,2,Florida,"Okaloosa, FL",Okaloosa County
CT00094,2015,0,1,Connecticut,"Hartford, CT",Newington
GA08900,2013,2,1,Georgia,"Liberty, GA",Liberty County
SC02602,2015,2,2,South Carolina,"Horry, SC",Conway
GA00901,2016,3,1,Georgia,"Ben Hill, GA",Fitzgerald
NJ01316,2019,2,2,New Jersey,"Monmouth, NJ",Freehold Township
SC00400,2014,9,5,South Carolina,"Anderson, SC",Anderson County
NY05927,2018,1,1,New York,"Westchester, NY",Irvington Village
TN01700,2010,1,1,Tennessee,"Crockett, TN",Crockett County
IL06004,2010,1,0,Illinois,"Madison, IL",East Alton
TX10700,2017,5,3,Texas,"Henderson, TX",Henderson County
IA07901,2014,1,1,Iowa,"Poweshiek, IA",Grinnell
WI05000,2015,1,1,Wisconsin,"Portage, WI",Portage County
MNDI005,2011,1,0,Minnesota,"Cass, MN",Leech Lake Bnd Of Ojibwe
OK06000,2016,2,1,Oklahoma,"Payne, OK",Payne County
AR04900,2014,1,0,Arkansas,"Montgomery, AR",Montgomery County
CA037A1,2019,2,1,California,"San Diego, CA",Lemon Grove
TX22030,2014,1,1,Texas,"Tarrant, TX",Keller
TX01908,2013,1,1,Texas,"Bowie, TX",Hooks
KYKSP12,2019,4,2,Kentucky,"Franklin, KY",State Police Post 12
GA04300,2015,0,1,Georgia,"Decatur, GA",Decatur County
TX12305,2012,2,2,Texas,"Jefferson, TX",Nederland
KS06303,2018,4,1,Kansas,"Montgomery, KS",Cherryvale
TN00103,2011,2,1,Tennessee,"Anderson, TN",Oak Ridge
MT04700,2012,0,1,Montana,"Silver Bow, MT",Silver Bow County
AR02600,2012,1,1,Arkansas,"Garland, AR",Garland County
TX08100,2015,1,1,Texas,"Freestone, TX",Freestone County
WI07100,2011,1,1,Wisconsin,"Winnebago, WI",Winnebago County
OH02509,2011,0,2,Ohio,"Franklin, OH",Upper Arlington
CO06204,2010,2,0,Colorado,"Weld, CO",Evans
IL06102,2015,3,0,Illinois,"Marion, IL",Centralia
NC07900,2018,2,0,North Carolina,"Rockingham, NC",Rockingham County
TX24001,2018,10,11,Texas,"Webb, TX",Laredo
NH00864,2012,3,0,New Hampshire,"Rockingham, NH",Salem
AZ01405,2016,2,1,Arizona,"Yuma, AZ",Yuma
OHCIP00,2015,67,45,Ohio,"Hamilton, OH",Cincinnati
GA05601,2019,1,1,Georgia,"Fayette, GA",Fayetteville
OH07203,2016,2,2,Ohio,"Sandusky, OH",Fremont
MI50713,2019,3,1,Michigan,"Macomb, MI",Roseville
TX15901,2014,0,1,Texas,"Martin, TX",Stanton
NJ02004,2014,13,7,New Jersey,"Union, NJ",Elizabeth
AR01501,2011,1,1,Arkansas,"Conway, AR",Morrilton
SDDI010,2011,1,0,South Dakota,"Shannon, SD",Oglala Sioux Tribal
FL01367,2012,1,1,Florida,"Miami-Dade, FL",Miami Gardens
IL10101,2018,1,0,Illinois,"Winnebago, IL",Cherry Valley
NJ01615,2012,1,1,New Jersey,"Passaic, NJ",West Milford Township
NV00300,2012,1,0,Nevada,"Douglas, NV",Douglas County
SC00100,2017,1,0,South Carolina,"Abbeville, SC",Abbeville County
GA06708,2018,1,1,Georgia,"Gwinnett, GA",Snellville
FL03001,2019,1,1,Florida,"Holmes, FL",Holmes
GA12200,2018,5,2,Georgia,"Rockdale, GA",Rockdale County
WVWSP14,2015,1,0,West Virginia,"Wood, WV",Sp: Grafton
AR07300,2014,4,2,Arkansas,"White, AR",White County
TX22600,2015,0,1,Texas,"Tom Green, TX",Tom Green County
TX01500,2010,11,5,Texas,"Bexar, TX",Bexar County
WA00300,2018,2,2,Washington,"Benton, WA",Benton County
CA05407,2012,5,7,California,"Tulare, CA",Visalia
NY01401,2013,47,10,New York,"Erie, NY",Buffalo
NC06500,2015,5,5,North Carolina,"New Hanover, NC",New Hanover County
CO00600,2019,1,1,Colorado,"Bent, CO",Bent County
WA00603,2012,5,3,Washington,"Clark, WA",Vancouver
TX06802,2015,10,9,Texas,"Ector, TX",Odessa
WA01750,2014,1,1,Washington,"King, WA",Sammamish
MI81906,2018,1,1,Michigan,"Washtenaw, MI",Pittsfield Township
MN06204,2013,1,1,Minnesota,"Ramsey, MN",Maplewood
FL06000,2013,1,0,Florida,"Sumter, FL",Sumter County
AL02701,2015,4,2,Alabama,"Dallas, AL",Selma
WVWSP29,2011,5,5,West Virginia,"Monongalia, WV",State Police: Morgantown
CA03402,2015,1,1,California,"Sacramento, CA",Galt
OH08200,2014,1,0,Ohio,"Vinton, OH",Vinton County
WVWSP60,2017,1,1,West Virginia,"Mingo, WV",State Police: Williamson
OH01838,2018,1,1,Ohio,"Cuyahoga, OH",Olmsted Township
TX18601,2012,1,1,Texas,"Pecos, TX",Fort Stockton
GA09201,2017,10,23,Georgia,"Lowndes, GA",Valdosta
FL05803,2018,4,4,Florida,"Sarasota, FL",North Port
CT00062,2019,2,0,Connecticut,"New Haven, CT",Hamden
MI80080,2018,3,1,Michigan,"Van Buren, MI",State Police: Van Buren County
NY00364,2012,2,2,New York,"Broome, NY",Vestal Town
IN08201,2012,8,6,Indiana,"Vanderburgh, IN",Evansville
CA04106,2011,1,1,California,"San Mateo, CA",Daly City
OR00606,2019,1,1,Oregon,"Coos, OR",North Bend
ME01203,2019,1,0,Maine,"Sagadahoc, ME",Richmond
MO01906,2015,1,1,Missouri,"Cass, MO",Peculiar
NC08400,2019,1,1,North Carolina,"Stanly, NC",Stanly County
NY322SD,2011,1,1,New York,"Jefferson, NY",State Police: Jefferson County (D)
CA02700,2016,11,3,California,"Monterey, CA",Monterey County
FL05300,2016,14,20,Florida,"Polk, FL",Polk County
SC02602,2019,1,1,South Carolina,"Horry, SC",Conway
AK00102,2012,3,3,Alaska,"Fairbanks North Star, AK",Fairbanks
NC04400,2014,1,0,North Carolina,"Haywood, NC",Haywood County
FL01100,2014,4,4,Florida,"Collier, FL",Collier County
FL03700,2019,1,0,Florida,"Leon, FL",Leon County
VTVSP16,2018,1,1,Vermont,"Windham, VT",State Police: Westminster
GA06800,2016,1,1,Georgia,"Habersham, GA",Habersham County
TX02008,2016,1,1,Texas,"Brazoria, TX",Lake Jackson
TX10202,2014,3,4,Texas,"Harrison, TX",Marshall
OR01801,2015,1,1,Oregon,"Klamath, OR",Klamath Falls
NC01800,2017,8,6,North Carolina,"Catawba, NC",Catawba County
TXSPD00,2019,105,75,Texas,"Bexar, TX",San Antonio
WA01600,2015,1,1,Washington,"Jefferson, WA",Jefferson County
MO05100,2018,1,1,Missouri,"Johnson, MO",Johnson County
IL00301,2011,1,0,Illinois,"Bond, IL",Greenville
GA11001,2017,2,1,Georgia,"Paulding, GA",Dallas
OR02001,2013,1,1,Oregon,"Lane, OR",Cottage Grove
MI50806,2018,4,4,Michigan,"Macomb, MI",Warren
TX01400,2011,2,1,Texas,"Bell, TX",Bell County
GA04001,2015,2,1,Georgia,"Crisp, GA",Cordele
GA13802,2012,2,2,Georgia,"Toombs, GA",Vidalia
KS08801,2016,3,3,Kansas,"Seward, KS",Liberal
VA09401,2012,2,2,Virginia,"Washington, VA",Abingdon
CA05100,2012,1,0,California,"Sutter, CA",Sutter County
IN328SP,2014,1,0,Indiana,"Greene, IN",State Police: Greene County
LA06101,2014,1,1,Louisiana,"West Baton Rouge, LA",Port Allen
NJ00210,2010,1,1,New Jersey,"Bergen, NJ",Dumont
MO04200,2011,1,1,Missouri,"Henry, MO",Henry County
GA09000,2013,2,2,Georgia,"Lincoln, GA",Lincoln County
MS02401,2017,1,1,Mississippi,"Harrison, MS",Biloxi
CT00064,2014,19,17,Connecticut,"Hartford, CT",Hartford
SC03501,2013,1,1,South Carolina,"Marlboro, SC",Bennettsville
PA065SP,2017,2,2,Pennsylvania,"Westmoreland, PA",State Police: Westmoreland County
MI63063,2018,1,0,Michigan,"Oakland, MI",State Police: Oakland County
NJ00817,2017,0,1,New Jersey,"Gloucester, NJ",Swedesboro
MN05500,2014,1,0,Minnesota,"Olmsted, MN",Olmsted County
WV02000,2019,10,4,West Virginia,"Kanawha, WV",Kanawha County
PA02402,2019,1,1,Pennsylvania,"Elk, PA",Ridgway
UT00400,2012,1,1,Utah,"Carbon, UT",Carbon County
SC02701,2015,1,0,South Carolina,"Jasper, SC",Hardeeville
NY05800,2016,1,1,New York,"Wayne, NY",Wayne County
OR00401,2010,1,0,Oregon,"Clatsop, OR",Astoria
PA02208,2015,1,1,Pennsylvania,"Dauphin, PA",Susquehanna Township
NJ00706,2019,3,2,New Jersey,"Essex, NJ",East Orange
