ORI,YEAR,MRD,CLR,State,County,Agency
MO01202,2015,1,1,Missouri,"Butler, MO",Poplar Bluff
NJ00416,2016,0,1,New Jersey,"Camden, NJ",Haddon Township
ME010SP,2012,1,1,Maine,"Penobscot, ME",State Police: Penobscot County
LA05102,2013,1,0,Louisiana,"St. Mary, LA",Franklin
AR00601,2017,1,1,Arkansas,"Bradley, AR",Warren
TX05733,2018,1,1,Texas,"Dallas, TX",Rowlett
OH08500,2016,0,1,Ohio,"Wayne, OH",Wayne County
UT01800,2015,9,6,Utah,"Salt Lake, UT",Salt Lake County
NM01302,2017,2,0,New Mexico,"Lea, NM",Hobbs
TX10501,2015,5,3,Texas,"Hays, TX",San Marcos
ME00501,2018,1,1,Maine,"Hancock, ME",Bar Harbor
PA04803,2018,1,1,Pennsylvania,"Northampton, PA",Bethlehem
CA01976,2014,4,2,California,"Los Angeles, CA",Whittier
KY07901,2018,1,1,Kentucky,"Marshall, KY",Benton
NC01402,2013,3,2,North Carolina,"Caldwell, NC",Lenoir
UT01803,2017,10,7,Utah,"Salt Lake, UT",Salt Lake City
IL04602,2013,4,0,Illinois,"Kankakee, IL",Kankakee
IA07801,2015,1,1,Iowa,"Pottawattamie, IA",Council Bluffs
UT02501,2017,1,1,Utah,"Utah, UT",American Fork
GA03501,2012,2,1,Georgia,"Colquitt, GA",Moultrie
PA04630,2013,2,2,Pennsylvania,"Montgomery, PA",Upper Moreland Township
PA031SP,2010,1,0,Pennsylvania,"Huntingdon, PA",State Police: Huntingdon County
IL01609,2012,1,0,Illinois,"Cook, IL",Berwyn
CA03900,2011,23,7,California,"San Joaquin, CA",San Joaquin County
AL00122,2017,1,0,Alabama,"Jefferson, AL",Adamsville
WA00802,2017,2,2,Washington,"Cowlitz, WA",Longview
MI63751,2018,2,2,Michigan,"Oakland, MI",Southfield
IN346SP,2015,1,0,Indiana,"La Porte, IN",State Police: La Porte County
KY09801,2016,1,1,Kentucky,"Pike, KY",Pikeville
MI04215,2010,1,1,Michigan,"Alpena, MI",Alpena
FL06600,2011,3,3,Florida,"Walton, FL",Walton County
MA00319,2016,5,2,Massachusetts,"Bristol, MA",Taunton
CO00100,2012,7,4,Colorado,"Adams, CO",Adams County
TX11301,2011,1,1,Texas,"Houston, TX",Crockett
OK07205,2012,42,37,Oklahoma,"Tulsa, OK",Tulsa
VA06003,2015,1,1,Virginia,"Montgomery, VA",Christiansburg
PA01702,2015,2,3,Pennsylvania,"Clearfield, PA",Du Bois
TX10814,2015,1,1,Texas,"Hidalgo, TX",Weslaco
CA01903,2019,1,1,California,"Los Angeles, CA",Artesia
TN03201,2019,2,2,Tennessee,"Hamblen, TN",Morristown
MI08108,2017,2,1,Michigan,"Barry, MI",Barry
NV01200,2014,2,1,Nevada,"Nye, NV",Nye County
FL01800,2017,3,3,Florida,"Flagler, FL",Flagler County
WA03000,2019,1,0,Washington,"Skamania, WA",Skamania County
IL04930,2013,1,0,Illinois,"Lake, IL",Lindenhurst
WI00300,2010,2,2,Wisconsin,"Barron, WI",Barron County
OK05602,2012,1,1,Oklahoma,"Okmulgee, OK",Okmulgee
LA04900,2010,1,0,Louisiana,"St. Landry, LA",St. Landry County
TX23301,2016,1,3,Texas,"Val Verde, TX",Del Rio
SC03805,2017,1,1,South Carolina,"Orangeburg, SC",Elloree
CA01965,2011,1,2,California,"Los Angeles, CA",Santa Monica
MI38497,2010,4,0,Michigan,"Jackson, MI",Jackson
FL01302,2011,1,2,Florida,"Dade, FL",Coral Gables
WASPD00,2012,25,15,Washington,"King, WA",Seattle
AZ00489,2017,1,1,Arizona,"Gila, AZ",San Carlos Apache
SC03001,2015,0,1,South Carolina,"Laurens, SC",Laurens
LA05102,2010,2,2,Louisiana,"St. Mary, LA",Franklin
NC03502,2014,1,1,North Carolina,"Franklin, NC",Franklinton
SC03800,2016,3,0,South Carolina,"Orangeburg, SC",Orangeburg County
WA03903,2015,3,2,Washington,"Yakima, WA",Toppenish
MO04600,2017,1,1,Missouri,"Howell, MO",Howell County
MI82775,2013,3,2,Michigan,"Wayne, MI",Taylor
OR03602,2012,3,3,Oregon,"Yamhill, OR",Newberg
OK07205,2018,60,38,Oklahoma,"Tulsa, OK",Tulsa
KS08700,2017,3,3,Kansas,"Sedgwick, KS",Sedgwick County
MD01300,2015,6,4,Maryland,"Harford, MD",Harford County
SD01100,2012,1,1,South Dakota,"Charles Mix, SD",Charles Mix County
AR06000,2016,5,5,Arkansas,"Pulaski, AR",Pulaski County
FL05002,2019,3,3,Florida,"Palm Beach, FL",Boca Raton
CO05301,2014,1,1,Colorado,"Rio Grande, CO",Monte Vista
AL03100,2010,1,0,Alabama,"Etowah, AL",Etowah County
MI82447,2016,1,1,Michigan,"Wayne, MI",Grosse Pointe Farms
WI01801,2013,1,1,Wisconsin,"Eau Claire, WI",Eau Claire
PA017SP,2015,1,1,Pennsylvania,"Clearfield, PA",State Police: Clearfield County
WA01706,2017,1,1,Washington,"King, WA",Issaquah
KY04700,2014,1,1,Kentucky,"Hardin, KY",Hardin County
TX24305,2012,5,3,Texas,"Wichita, TX",Wichita Falls
KY02401,2019,3,2,Kentucky,"Christian, KY",Hopkinsville
TX22017,2016,1,2,Texas,"Tarrant, TX",Kennedale
TN06200,2011,2,3,Tennessee,"Monroe, TN",Monroe County
IL01677,2010,1,0,Illinois,"Cook, IL",Northlake
FL03400,2017,1,1,Florida,"Lafayette, FL",Lafayette County
GA04402,2012,73,35,Georgia,"De Kalb, GA",Dekalb County Police Department
KS08700,2013,4,3,Kansas,"Sedgwick, KS",Sedgwick County
MO04907,2018,3,0,Missouri,"Jasper, MO",Joplin
PA01502,2019,0,1,Pennsylvania,"Chester, PA",Downingtown
NC07100,2017,2,0,North Carolina,"Pender, NC",Pender County
SC02607,2016,2,3,South Carolina,"Horry, SC",North Myrtle Beach
NJ00119,2018,1,1,New Jersey,"Atlantic, NJ",Pleasantville
NH00801,2019,1,1,New Hampshire,"Rockingham, NH",State Police: Rockingham County
CA03100,2017,3,2,California,"Placer, CA",Placer County
TN05800,2010,1,1,Tennessee,"Marion, TN",Marion County
AL03300,2013,1,0,Alabama,"Franklin, AL",Franklin County
WY01302,2011,1,1,Wyoming,"Natrona, WY",Mills
PA03501,2017,1,1,Pennsylvania,"Lackawanna, PA",Carbondale
MI47147,2010,1,0,Michigan,"Livingston, MI",Livingston
TN08000,2011,1,1,Tennessee,"Smith, TN",Smith County
GA04402,2018,82,11,Georgia,"De Kalb, GA",Dekalb County Police Department
NC04503,2016,2,1,North Carolina,"Henderson, NC",Fletcher
FL01601,2019,1,1,Florida,"Duval, FL",Atlantic Beach
IN04513,2012,2,0,Indiana,"Lake, IN",Dyer
CO00101,2012,29,19,Colorado,"Arapahoe, CO",Aurora
VA07000,2014,2,1,Virginia,"Patrick, VA",Patrick County
KY11802,2013,1,0,Kentucky,"Whitley, KY",Williamsburg
GA11000,2015,2,2,Georgia,"Paulding, GA",Paulding County
SC04301,2010,4,3,South Carolina,"Sumter, SC",Sumter
PA045SP,2012,2,2,Pennsylvania,"Monroe, PA",State Police: Monroe County
PA063SP,2011,4,3,Pennsylvania,"Washington, PA",State Police: Washington County
GA04001,2018,2,0,Georgia,"Crisp, GA",Cordele
CA03701,2011,4,4,California,"San Diego, CA",Carlsbad
AZ01408,2013,1,0,Arizona,"Yuma, AZ",San Luis
NJ01339,2014,1,1,New Jersey,"Monmouth, NJ",Hazlet Township
AR06701,2016,2,2,Arkansas,"Sevier, AR",De Queen
CA03900,2018,6,3,California,"San Joaquin, CA",San Joaquin County
NH00646,2011,3,2,New Hampshire,"Hillsborough, NH",Nashua
TX15901,2017,1,1,Texas,"Martin, TX",Stanton
FL01602,2016,106,63,Florida,"Duval, FL",Jacksonville
MI82817,2013,1,1,Michigan,"Wayne, MI",Westland
MN02715,2019,1,1,Minnesota,"Hennepin, MN",Orono
WI05207,2013,1,1,Wisconsin,"Racine, WI",Mount Pleasant
AR04701,2011,6,2,Arkansas,"Mississippi, AR",Blytheville
TN06000,2013,1,1,Tennessee,"Maury, TN",Maury County
WA00201,2015,2,2,Washington,"Asotin, WA",Clarkston
FL04201,2013,6,1,Florida,"Marion, FL",Ocala
CA03001,2019,8,3,California,"Orange, CA",Anaheim
IL01683,2019,1,0,Illinois,"Cook, IL",Orland Park
VA08800,2019,4,1,Virginia,"Spotsylvania, VA",Spotsylvania County
DE301SP,2015,4,1,Delaware,"Kent, DE",State Police: Kent County
MI38497,2013,4,2,Michigan,"Jackson, MI",Jackson
NY02900,2016,12,8,New York,"Nassau, NY",Nassau County
MO04801,2013,1,1,Missouri,"Jackson, MO",Blue Springs
KY05604,2012,6,5,Kentucky,"Jefferson, KY",Shively
AL04302,2011,2,0,Alabama,"Lee, AL",Opelika
NY00400,2014,3,2,New York,"Cattaraugus, NY",Cattaraugus County
MI13379,2016,1,1,Michigan,"Calhoun, MI",Emmett Township
MO10803,2016,1,1,Missouri,"Texas, MO",Licking
MN01909,2010,2,1,Minnesota,"Dakota, MN",Inver Grove Heights
CA00500,2017,2,1,California,"Calaveras, CA",Calaveras County
TN05000,2014,1,1,Tennessee,"Lawrence, TN",Lawrence County
FL05003,2015,8,3,Florida,"Palm Beach, FL",Boynton Beach
IA02101,2012,1,1,Iowa,"Clay, IA",Spencer
FL00623,2018,1,1,Florida,"Broward, FL",North Lauderdale
OR02904,2019,1,1,Oregon,"Tillamook, OR",Tillamook
CA04501,2019,1,1,California,"Shasta, CA",Anderson
OK05503,2014,1,0,Oklahoma,"Oklahoma, OK",Edmond
NY01363,2017,1,1,New York,"Dutchess, NY",Poughkeepsie Town
LA03702,2017,6,1,Louisiana,"Ouachita, LA",West Monroe
TN07904,2019,2,1,Tennessee,"Shelby, TN",Millington
TX16501,2016,3,1,Texas,"Midland, TX",Midland
LA01702,2012,66,40,Louisiana,"East Baton Rouge, LA",Baton Rouge
NJ00910,2010,7,6,New Jersey,"Hudson, NJ",Union City
NJ00306,2012,0,1,New Jersey,"Burlington, NJ",Burlington Township
NY02702,2017,1,1,New York,"Monroe, NY",Irondequoit Town
NH00716,2019,4,3,New Hampshire,"Merrimack, NH",Concord
WV02802,2010,3,2,West Virginia,"Mercer, WV",Bluefield
AL02301,2016,1,1,Alabama,"Covington, AL",Andalusia
CA03014,2013,2,1,California,"Orange, CA",Newport Beach
UT02505,2014,6,6,Utah,"Utah, UT",Pleasant Grove/Lindon
TX02101,2010,4,4,Texas,"Brazos, TX",Bryan
IN353SP,2011,1,0,Indiana,"Monroe, IN",State Police: Monroe County
TX13301,2011,1,1,Texas,"Kerr, TX",Kerrville
GA03800,2010,1,1,Georgia,"Coweta, GA",Coweta County
MD301SP,2018,1,0,Maryland,"Allegany, MD",State Police: Allegany County
SC01102,2017,3,1,South Carolina,"Cherokee, SC",Gaffney
CA00100,2017,8,9,California,"Alameda, CA",Alameda County
CA03021,2011,1,0,California,"Orange, CA",Stanton
SC04212,2014,1,0,South Carolina,"Spartanburg, SC",Pacolet
MD01719,2011,2,1,Maryland,"Prince George's, MD",Mount Rainier
NJ01107,2017,1,1,New Jersey,"Mercer, NJ",Lawrence Township
OHCLP00,2011,74,26,Ohio,"Cuyahoga, OH",Cleveland
TX05702,2014,2,1,Texas,"Dallas, TX",Balch Springs
MD02303,2017,7,5,Maryland,"Wicomico, MD",Salisbury
KY02501,2011,2,2,Kentucky,"Clark, KY",Winchester
NJ00213,2015,2,2,New Jersey,"Bergen, NJ",Edgewater
WA03204,2017,6,2,Washington,"Spokane, WA",Spokane
OH00700,2017,2,0,Ohio,"Belmont, OH",Belmont County
SC00700,2019,6,6,South Carolina,"Beaufort, SC",Beaufort County
CA01920,2018,5,3,California,"Los Angeles, CA",Downey
MO09500,2015,28,16,Missouri,"St. Louis, MO",St. Louis County Police Department
OK05101,2012,1,0,Oklahoma,"Muskogee, OK",Muskogee
FL05103,2011,1,1,Florida,"Pasco, FL",Zephyrhills
CA00708,2019,7,3,California,"Contra Costa, CA",Pittsburg
FL00623,2012,3,2,Florida,"Broward, FL",North Lauderdale
IL0165K,2015,1,0,Illinois,"Cook, IL",Cook Co Forest Preserve
CA03026,2012,2,2,California,"Orange, CA",Irvine
SC01600,2016,4,1,South Carolina,"Darlington, SC",Darlington County
WA01737,2015,5,2,Washington,"King, WA",Seatac
TX22601,2011,0,1,Texas,"Tom Green, TX",San Angelo
TX15512,2017,5,2,Texas,"McLennan, TX",Waco
NC09400,2014,1,1,North Carolina,"Washington, NC",Washington County
CA05801,2017,1,0,California,"Yuba, CA",Marysville
IL01668,2016,2,0,Illinois,"Cook, IL",Melrose Park
AL06000,2014,2,0,Alabama,"Sumter, AL",Sumter County
IN02700,2018,1,0,Indiana,"Grant, IN",Grant County
DE303SP,2010,3,2,Delaware,"Sussex, DE",State Police: Sussex County
TX24500,2014,1,1,Texas,"Willacy, TX",Willacy County
CA01800,2018,0,1,California,"Lassen, CA",Lassen County
CT00151,2017,11,7,Connecticut,"New Haven, CT",Waterbury
AL01600,2015,3,3,Alabama,"Clarke, AL",Clarke County
CA00103,2013,4,3,California,"Alameda, CA",Berkeley
AL01202,2012,1,1,Alabama,"Chambers, AL",Lanett
MO07300,2011,1,1,Missouri,"Newton, MO",Newton County
NC06801,2013,1,1,North Carolina,"Orange, NC",Chapel Hill
CA03632,2013,1,1,California,"San Bernardino, CA",Hesperia
FL05007,2011,7,3,Florida,"Palm Beach, FL",Riviera Beach
MD01702,2010,1,0,Maryland,"Prince George's, MD",Bladensburg
MO02501,2015,2,2,Missouri,"Clinton, MO",Cameron
MI13207,2016,2,1,Michigan,"Calhoun, MI",Albion
TN08400,2015,1,0,Tennessee,"Tipton, TN",Tipton County
OK07501,2017,1,0,Oklahoma,"Washita, OK",Cordell
TN08601,2013,3,3,Tennessee,"Unicoi, TN",Erwin
FL01397,2011,24,10,Florida,"Miami-Dade, FL",Miami Gardens
PA06514,2015,1,1,Pennsylvania,"Westmoreland, PA",Arnold
VA00203,2017,5,3,Virginia,"Albemarle, VA",Albemarle County Police Department
CA04805,2010,2,1,California,"Solano, CA",Suisun City
CA00900,2018,2,3,California,"El Dorado, CA",El Dorado County
TX22003,2010,4,3,Texas,"Tarrant, TX",Bedford
OK05503,2019,5,4,Oklahoma,"Oklahoma, OK",Edmond
NC03300,2010,2,0,North Carolina,"Edgecombe, NC",Edgecombe County
LA04800,2010,3,0,Louisiana,"St. John the Baptist, LA",St. John The Baptist County
AZDI052,2014,10,10,Arizona,"Bibb, AL",San Carlos Agency
AR03001,2010,1,0,Arkansas,"Hot Spring, AR",Malvern
AL06104,2011,1,1,Alabama,"Talladega, AL",Lincoln
AZ01405,2019,11,2,Arizona,"Yuma, AZ",Yuma
CA04314,2015,1,0,California,"Santa Clara, CA",Santa Clara
OR02002,2014,2,1,Oregon,"Lane, OR",Eugene
CA03612,2017,14,14,California,"San Bernardino, CA",Victorville
MD00900,2014,2,3,Maryland,"Charles, MD",Charles County
OH07700,2015,2,2,Ohio,"Summit, OH",Summit County
OK03801,2015,1,0,Oklahoma,"Kiowa, OK",Hobart
NC03609,2018,1,1,North Carolina,"Gaston, NC",Mount Holly
MI41802,2012,1,1,Michigan,"Kent, MI",Walker
WA01700,2012,7,2,Washington,"King, WA",King County
FL06400,2014,4,5,Florida,"Volusia, FL",Volusia County
GA09904,2016,1,0,Georgia,"Meriwether, GA",Woodbury
CA01929,2011,1,1,California,"Los Angeles, CA",Hermosa Beach
NC04203,2013,1,0,North Carolina,"Halifax, NC",Scotland Neck
LA05800,2014,0,1,Louisiana,"Vernon, LA",Vernon County
TX07000,2019,1,0,Texas,"Ellis, TX",Ellis County
MO02407,2016,1,0,Missouri,"Clay, MO",North Kansas City
TX24305,2015,1,1,Texas,"Wichita, TX",Wichita Falls
SC01602,2012,5,6,South Carolina,"Darlington, SC",Hartsville
TX22029,2016,1,0,Texas,"Tarrant, TX",White Settlement
GA11200,2016,0,1,Georgia,"Pickens, GA",Pickens County
NJ006SP,2017,1,0,New Jersey,"Cumberland, NJ",State Police: Cumberland County
VA11100,2016,24,9,Virginia,"Hampton, VA",Hampton
AZ00707,2013,1,1,Arizona,"Maricopa, AZ",El Mirage
FL05904,2016,4,2,Florida,"Seminole, FL",Oviedo
IL08216,2018,1,0,Illinois,"St. Clair, IL",O'Fallon
MO09203,2012,2,0,Missouri,"St. Charles, MO",St. Charles
TX08404,2011,4,1,Texas,"Galveston, TX",Galveston
TX09102,2015,2,2,Texas,"Grayson, TX",Denison
MS04301,2017,1,0,Mississippi,"Lincoln, MS",Brookhaven
NV00700,2012,1,1,Nevada,"Humboldt, NV",Humboldt County
KS05000,2016,1,0,Kansas,"Labette, KS",Labette County
TN05101,2013,1,1,Tennessee,"Lewis, TN",Hohenwald
IL01672,2013,1,0,Illinois,"Cook, IL",Mount Prospect
SC04300,2014,6,5,South Carolina,"Sumter, SC",Sumter County
IL04501,2013,4,0,Illinois,"Kane, IL",Aurora
NJ01337,2010,1,1,New Jersey,"Monmouth, NJ",Ocean Township
GA06003,2016,1,0,Georgia,"Fulton, GA",Hapeville
OK07210,2018,1,1,Oklahoma,"Tulsa, OK",Owasso
MA00307,2010,1,0,Massachusetts,"Bristol, MA",Fairhaven
RI00203,2017,1,1,Rhodes Island,"Kent, RI",Warwick
CA04204,2014,3,2,California,"Santa Barbara, CA",Santa Maria
KS08501,2010,1,1,Kansas,"Saline, KS",Salina
MN02715,2017,1,1,Minnesota,"Hennepin, MN",Orono
MI80873,2018,1,0,Michigan,"Van Buren, MI",Covert Township
AR06000,2011,6,2,Arkansas,"Pulaski, AR",Pulaski County
OR00902,2015,1,1,Oregon,"Deschutes, OR",Redmond
FL05904,2014,1,1,Florida,"Seminole, FL",Oviedo
CT00106,2016,0,1,Connecticut,"Middlesex, CT",Old Saybrook
PA03701,2017,1,1,Pennsylvania,"Lawrence, PA",Ellwood City
CA00109,2015,85,33,California,"Alameda, CA",Oakland
MD01711,2019,3,3,Maryland,"Prince George's, MD",Fairmount Heights
TX10167,2013,1,1,Texas,"Harris, TX",Isd: Katy
PA06702,2016,8,2,Pennsylvania,"York, PA",York
GA03305,2011,1,1,Georgia,"Cobb, GA",Acworth
OH05700,2019,3,0,Ohio,"Montgomery, OH",Montgomery County
MO06603,2017,3,3,Missouri,"Miller, MO",Lake Ozark
TX05720,2013,2,2,Texas,"Dallas, TX",Richardson
FL04800,2014,71,48,Florida,"Orange, FL",Orange County
NH01006,2018,1,0,New Hampshire,"Sullivan, NH",Claremont
MO09203,2014,1,1,Missouri,"St. Charles, MO",St. Charles
MI82453,2019,1,0,Michigan,"Wayne, MI",Hamtramck
VA11000,2017,1,1,Virginia,"Galax, VA",Galax
KY01500,2014,2,1,Kentucky,"Bullitt, KY",Bullitt County
NC09002,2014,5,6,North Carolina,"Union, NC",Monroe
OR03412,2018,2,2,Oregon,"Washington, OR",Tualatin
TN06000,2019,1,1,Tennessee,"Maury, TN",Maury County
NY03501,2017,2,1,New York,"Orange, NY",Middletown
CT00093,2018,10,3,Connecticut,"New Haven, CT",New Haven
CA01961,2016,1,1,California,"Los Angeles, CA",San Fernando
WA01900,2019,1,1,Washington,"Kittitas, WA",Kittitas County
NH00536,2017,1,0,New Hampshire,"Grafton, NH",Haverhill
TN05400,2010,1,0,Tennessee,"McMinn, TN",Mcminn County
IN02907,2017,1,1,Indiana,"Hamilton, IN",Fishers
NC02600,2018,2,1,North Carolina,"Cumberland, NC",Cumberland County
NM00501,2012,3,3,New Mexico,"Curry, NM",Clovis
GA02301,2012,2,0,Georgia,"Catoosa, GA",Fort Oglethorpe
KY02501,2010,2,2,Kentucky,"Clark, KY",Winchester
FL01310,2017,1,0,Florida,"Miami-Dade, FL",North Miami Beach
CA01503,2017,6,3,California,"Kern, CA",Delano
KY05603,2017,1,0,Kentucky,"Jefferson, KY",St. Matthews
FL00618,2016,10,1,Florida,"Broward, FL",Lauderhill
FL02001,2012,1,1,Florida,"Gadsden, FL",Quincy
AR01901,2013,5,4,Arkansas,"Cross, AR",Wynne
GA00800,2010,1,1,Georgia,"Bartow, GA",Bartow County
OR01700,2011,2,0,Oregon,"Josephine, OR",Josephine County
MD00301,2012,24,22,Maryland,"Baltimore, MD",Baltimore County Police Department
SD01900,2012,2,0,South Dakota,"Deuel, SD",Deuel County
NY00701,2015,1,2,New York,"Chemung, NY",Elmira
GA02001,2018,1,0,Georgia,"Camden, GA",Kingsland
IL09900,2011,6,0,Illinois,"Will, IL",Will County
KS08703,2014,21,16,Kansas,"Sedgwick, KS",Wichita
AR04200,2013,2,0,Arkansas,"Logan, AR",Logan County
NC02000,2013,0,2,North Carolina,"Cherokee, NC",Cherokee County
CA04709,2012,1,0,California,"Siskiyou, CA",Yreka
CA04000,2015,3,3,California,"San Luis Obispo, CA",San Luis Obispo County
NJ00112,2016,2,1,New Jersey,"Atlantic, NJ",Hamilton Township
PA00401,2018,1,0,Pennsylvania,"Beaver, PA",Aliquippa
AR01001,2010,1,0,Arkansas,"Clark, AR",Arkadelphia
SC03801,2017,1,1,South Carolina,"Orangeburg, SC",Orangeburg
VA07401,2017,1,1,Virginia,"Prince George, VA",Prince George County Police Department
ND04700,2011,1,1,North Dakota,"Stutsman, ND",Stutsman County
GA06006,2016,5,2,Georgia,"Fulton, GA",Union City
GA14102,2013,4,4,Georgia,"Troup, GA",Lagrange
AZ01007,2019,1,1,Arizona,"Pima, AZ",Oro Valley
GA03105,2016,4,4,Georgia,"Clayton, GA",Riverdale
NC04100,2017,2,2,North Carolina,"Guilford, NC",Guilford County
OH08800,2013,2,2,Ohio,"Wyandot, OH",Wyandot County
TX09000,2013,1,1,Texas,"Gray, TX",Gray County
WY01100,2016,3,1,Wyoming,"Laramie, WY",Laramie County
CA01949,2014,8,1,California,"Los Angeles, CA",Norwalk
NC07808,2015,2,0,North Carolina,"Robeson, NC",Rowland
AL04701,2013,24,19,Alabama,"Madison, AL",Huntsville
GA06056,2016,3,3,Georgia,"Fulton, GA",Sandy Spring
WADI059,2018,1,0,Washington,"Whatcom, WA",WA: Tribal
OH06501,2019,1,1,Ohio,"Pickaway, OH",Circleville
GA03400,2012,3,2,Georgia,"Coffee, GA",Coffee County
NY02702,2019,1,1,New York,"Monroe, NY",Irondequoit Town
IL10100,2014,4,0,Illinois,"Winnebago, IL",Winnebago County
TN07401,2019,1,1,Tennessee,"Robertson, TN",Springfield
AZ00703,2019,2,1,Arizona,"Maricopa, AZ",Buckeye
CA01501,2015,3,2,California,"Kern, CA",Arvin
NY355SF,2018,1,0,New York,"Ulster, NY",State Police: Ulster County (F)
FL00601,2016,3,1,Florida,"Broward, FL",Dania
VA02901,2010,23,11,Virginia,"Fairfax, VA",Fairfax County Police Department
FL05800,2016,5,5,Florida,"Sarasota, FL",Sarasota County
AR00300,2011,2,2,Arkansas,"Baxter, AR",Baxter County
MT02700,2014,1,0,Montana,"Lincoln, MT",Lincoln County
IN01401,2011,1,0,Indiana,"Daviess, IN",Washington
OK01403,2012,1,0,Oklahoma,"Cleveland, OK",Lexington
WV01600,2016,1,1,West Virginia,"Hardy, WV",Hardy County
NJ00108,2013,2,1,New Jersey,"Atlantic, NJ",Egg Harbor Township
AR05401,2011,6,2,Arkansas,"Phillips, AR",Helena
TN01100,2012,1,1,Tennessee,"Cheatham, TN",Cheatham County
NY03502,2016,6,4,New York,"Orange, NY",Newburgh
SC02604,2016,21,15,South Carolina,"Horry, SC",Horry County Police Department
VA09400,2014,4,4,Virginia,"Washington, VA",Washington County
MI63714,2011,2,2,Michigan,"Oakland, MI",Royal Oak
VA04701,2018,1,1,Virginia,"James City, VA",James City County Police Department
AKASP00,2010,15,12,Alaska,"Juneau, AK",State Troopers
GA06004,2016,1,0,Georgia,"Fulton, GA",Alpharetta
WI02600,2017,1,0,Wisconsin,"Iron, WI",Iron County
NJ02014,2019,1,0,New Jersey,"Union, NJ",Roselle
IN05300,2010,3,1,Indiana,"Monroe, IN",Monroe County
MS01300,2015,1,1,Mississippi,"Clay, MS",Clay County
VA01200,2013,1,1,Virginia,"Botetourt, VA",Botetourt County
CA01961,2014,2,1,California,"Los Angeles, CA",San Fernando
MI47269,2019,1,0,Michigan,"Livingston, MI",Brighton
FL02800,2016,4,4,Florida,"Highlands, FL",Highlands County
TN02401,2019,1,1,Tennessee,"Fayette, TN",Somerville
CO02101,2011,28,25,Colorado,"El Paso, CO",Colorado Springs
AZ00801,2014,1,1,Arizona,"Mohave, AZ",Kingman
MS04802,2014,1,1,Mississippi,"Monroe, MS",Amory
NY00158,2014,1,1,New York,"Albany, NY",Coeymans Town
NC02502,2013,0,1,North Carolina,"Craven, NC",New Bern
FL01900,2012,1,1,Florida,"Franklin, FL",Franklin County
ND03002,2016,1,1,North Dakota,"Morton, ND",Mandan
LA02600,2017,31,20,Louisiana,"Jefferson, LA",Jefferson County
NM00401,2015,2,1,New Mexico,"Colfax, NM",Raton
CT00014,2013,1,0,Connecticut,"New Haven, CT",Branford
NY01451,2013,1,1,New York,"Erie, NY",Amherst Town
TN03302,2017,1,1,Tennessee,"Hamilton, TN",East Ridge
MA01460,2016,8,3,Massachusetts,"Worcester, MA",Worcester
MO09541,2010,3,0,Missouri,"St. Louis, MO",Jennings
TN02800,2017,1,1,Tennessee,"Giles, TN",Giles County
CA03015,2010,3,2,California,"Orange, CA",Orange
MA00311,2011,4,1,Massachusetts,"Bristol, MA",New Bedford
FL04200,2018,21,22,Florida,"Marion, FL",Marion County
KY01800,2016,1,2,Kentucky,"Calloway, KY",Calloway County
OK07300,2012,2,1,Oklahoma,"Wagoner, OK",Wagoner County
FL05008,2013,15,1,Florida,"Palm Beach, FL",West Palm Beach
PA036SP,2014,1,1,Pennsylvania,"Lancaster, PA",State Police: Lancaster County
FL00600,2016,3,2,Florida,"Broward, FL",Broward County
OK05508,2010,1,1,Oklahoma,"Oklahoma, OK",Warr Acres
TN09500,2014,3,3,Tennessee,"Wilson, TN",Wilson County
CA04401,2013,1,1,California,"Santa Cruz, CA",Capitola
IL08203,2011,1,0,Illinois,"St. Clair, IL",Cahokia
NJ01225,2011,1,1,New Jersey,"Middlesex, NJ",Woodbridge Township
CT00062,2016,1,1,Connecticut,"New Haven, CT",Hamden
WA00301,2017,1,1,Washington,"Benton, WA",Kennewick
IA07801,2014,1,1,Iowa,"Pottawattamie, IA",Council Bluffs
OK05502,2017,3,1,Oklahoma,"Oklahoma, OK",Del City
IL04900,2017,1,0,Illinois,"Lake, IL",Lake County
CA00109,2010,90,47,California,"Alameda, CA",Oakland
IL01634,2013,1,0,Illinois,"Cook, IL",Flossmoor
CA04304,2019,5,4,California,"Santa Clara, CA",Gilroy
SC01000,2019,12,1,South Carolina,"Charleston, SC",Charleston County
NH00716,2011,1,0,New Hampshire,"Merrimack, NH",Concord
MI44144,2010,1,1,Michigan,"Lapeer, MI",Lapeer
MO09552,2015,2,3,Missouri,"St. Louis, MO",Normandy
MD306SP,2019,1,0,Maryland,"Carroll, MD",State Police: Carroll County
TX07100,2010,2,0,Texas,"El Paso, TX",El Paso County
NY319SF,2017,1,0,New York,"Greene, NY",State Police: Greene County (F)
ID01002,2011,1,1,Idaho,"Bonneville, ID",Idaho Falls
OR02006,2014,2,1,Oregon,"Lane, OR",Springfield
OH05203,2019,1,0,Ohio,"Medina, OH",Wadsworth
SC01401,2015,1,1,South Carolina,"Clarendon, SC",Manning
GA05600,2014,1,1,Georgia,"Fayette, GA",Fayette County
IA07703,2014,9,8,Iowa,"Polk, IA",Des Moines
VA11300,2012,2,0,Virginia,"Hopewell, VA",Hopewell
TX15200,2018,1,0,Texas,"Lubbock, TX",Lubbock County
TX07000,2016,3,2,Texas,"Ellis, TX",Ellis County
CA03635,2014,2,2,California,"San Bernardino, CA",Yucaipa
