ORI,State,County,Agency
OH00704,Ohio,"Belmont, OH",Martins Ferry
OH00716,Ohio,"Belmont, OH",Bethesda
OH00800,Ohio,"Brown, OH",Brown County
OH00802,Ohio,"Brown, OH",Georgetown
OH00807,Ohio,"Brown, OH",Mount Orab
OH00900,Ohio,"Butler, OH",Butler County
OH00901,Ohio,"Butler, OH",Fairfield
OH00902,Ohio,"Butler, OH",Hamilton
OH00903,Ohio,"Butler, OH",Middletown
OH00905,Ohio,"Butler, OH",Monroe
OH00907,Ohio,"Butler, OH",Oxford
OH00909,Ohio,"Butler, OH",Trenton
OH00915,Ohio,"Butler, OH",West Chester Township
OH00918,Ohio,"Butler, OH",Fairfield Township
OH01100,Ohio,"Champaign, OH",Champaign County
OH01102,Ohio,"Champaign, OH",Urbana
OH01200,Ohio,"Clark, OH",Clark County
OH01202,Ohio,"Clark, OH",Springfield
OH01300,Ohio,"Clermont, OH",Clermont County
OH01302,Ohio,"Clermont, OH",Bethel
OH01314,Ohio,"Clermont, OH",Goshen Township
OH01315,Ohio,"Clermont, OH",Miami Township
OH01316,Ohio,"Clermont, OH",Union Township
OH01400,Ohio,"Clinton, OH",Clinton County
OH01401,Ohio,"Clinton, OH",Blanchester
OH01404,Ohio,"Clinton, OH",Wilmington
OH01500,Ohio,"Columbiana, OH",Columbiana County
OH01506,Ohio,"Columbiana, OH",Salem
OH01514,Ohio,"Columbiana, OH",Liverpool Township Police Department
OH01600,Ohio,"Coshocton, OH",Coshocton County
OH01800,Ohio,"Cuyahoga, OH",Cuyahoga County
OH01801,Ohio,"Cuyahoga, OH",Bay Village
OH01802,Ohio,"Cuyahoga, OH",Beachwood
OH01803,Ohio,"Cuyahoga, OH",Bedford
OH01804,Ohio,"Cuyahoga, OH",Bedford Heights
OH01810,Ohio,"Cuyahoga, OH",Brooklyn
OH01812,Ohio,"Cuyahoga, OH",Brook Park
OH01813,Ohio,"Cuyahoga, OH",Chagrin Falls
OH01815,Ohio,"Cuyahoga, OH",Cleveland Heights
OH01817,Ohio,"Cuyahoga, OH",East Cleveland
OH01818,Ohio,"Cuyahoga, OH",Euclid
OH01819,Ohio,"Cuyahoga, OH",Fairview Park
OH01820,Ohio,"Cuyahoga, OH",Garfield Heights
OH01825,Ohio,"Cuyahoga, OH",Independence
OH01826,Ohio,"Cuyahoga, OH",Lakewood
OH01828,Ohio,"Cuyahoga, OH",Maple Heights
OH01829,Ohio,"Cuyahoga, OH",Mayfield Heights
OH01834,Ohio,"Cuyahoga, OH",North Olmsted
OH01836,Ohio,"Cuyahoga, OH",North Royalton
OH01838,Ohio,"Cuyahoga, OH",Olmsted Township
OH01839,Ohio,"Cuyahoga, OH",Olmsted Falls
OH01842,Ohio,"Cuyahoga, OH",Parma
OH01844,Ohio,"Cuyahoga, OH",Pepper Pike
OH01845,Ohio,"Cuyahoga, OH",Richmond Heights
OH01849,Ohio,"Cuyahoga, OH",Solon
OH01850,Ohio,"Cuyahoga, OH",South Euclid
OH01851,Ohio,"Cuyahoga, OH",Strongsville
OH01855,Ohio,"Cuyahoga, OH",Warrensville Heights
OH01863,Ohio,"Cuyahoga, OH",Cleveland Metro Park District
OH01900,Ohio,"Darke, OH",Darke County
OH02000,Ohio,"Defiance, OH",Defiance County
OH02001,Ohio,"Defiance, OH",Defiance
OH02100,Ohio,"Delaware, OH",Delaware County
OH02101,Ohio,"Delaware, OH",Delaware
OH02200,Ohio,"Erie, OH",Erie County
OH02202,Ohio,"Erie, OH",Huron
OH02203,Ohio,"Erie, OH",Sandusky
OH02210,Ohio,"Erie, OH",Perkins Township
OH02300,Ohio,"Fairfield, OH",Fairfield County
OH02301,Ohio,"Fairfield, OH",Lancaster
OH02400,Ohio,"Fayette, OH",Fayette County
OH02500,Ohio,"Franklin, OH",Franklin County
OH02501,Ohio,"Franklin, OH",Bexley
OH02503,Ohio,"Franklin, OH",Dublin
OH02504,Ohio,"Franklin, OH",Gahanna
OH02505,Ohio,"Franklin, OH",Grandview Heights
OH02506,Ohio,"Franklin, OH",Grove City
OH02507,Ohio,"Franklin, OH",Hilliard
OH02508,Ohio,"Franklin, OH",Reynoldsburg
OH02509,Ohio,"Franklin, OH",Upper Arlington
OH02510,Ohio,"Franklin, OH",Westerville
OH02511,Ohio,"Franklin, OH",Whitehall
OH02512,Ohio,"Franklin, OH",Worthington
OH02527,Ohio,"Franklin, OH",Ohio State University
OH02531,Ohio,"Franklin, OH",Clinton Township
OH02533,Ohio,"Franklin, OH",Mifflin Township
OH02535,Ohio,"Franklin, OH",Madison Township
OH02538,Ohio,"Franklin, OH",Ohio Dept Of Natural Res
OH02600,Ohio,"Fulton, OH",Fulton County
OH02605,Ohio,"Fulton, OH",Wauseon
OH02700,Ohio,"Gallia, OH",Gallia County
OH02701,Ohio,"Gallia, OH",Gallipolis
OH02800,Ohio,"Geauga, OH",Geauga County
OH02801,Ohio,"Geauga, OH",Chardon
OH02808,Ohio,"Geauga, OH",Russell Township
OH02900,Ohio,"Greene, OH",Greene County
OH02901,Ohio,"Greene, OH",Fairborn
OH02903,Ohio,"Greene, OH",Xenia
OH02911,Ohio,"Greene, OH",Beavercreek
OH03000,Ohio,"Guernsey, OH",Guernsey County
OH03001,Ohio,"Guernsey, OH",Cambridge
OH03100,Ohio,"Hamilton, OH",Hamilton County
OH03104,Ohio,"Hamilton, OH",Blue Ash
OH03107,Ohio,"Hamilton, OH",Deer Park
OH03108,Ohio,"Hamilton, OH",Delhi Township
OH03109,Ohio,"Hamilton, OH",Elmwood Place
OH03111,Ohio,"Hamilton, OH",Fairfax
OH03112,Ohio,"Hamilton, OH",Forest Park
OH03116,Ohio,"Hamilton, OH",Harrison
OH03118,Ohio,"Hamilton, OH",Lincoln Heights
OH03119,Ohio,"Hamilton, OH",Lockland
OH03120,Ohio,"Hamilton, OH",Loveland
OH03122,Ohio,"Hamilton, OH",Mariemont
OH03124,Ohio,"Hamilton, OH",Mount Healthy
OH03127,Ohio,"Hamilton, OH",North College Hill
OH03128,Ohio,"Hamilton, OH",Norwood
OH03129,Ohio,"Hamilton, OH",Reading
OH03133,Ohio,"Hamilton, OH",Springdale
OH03134,Ohio,"Hamilton, OH",Springfield Township
OH03135,Ohio,"Hamilton, OH",Woodlawn
OH03137,Ohio,"Hamilton, OH",University Of Cincinnati
OH03142,Ohio,"Hamilton, OH",Colerain Township
OH03200,Ohio,"Hancock, OH",Hancock County
OH03201,Ohio,"Hancock, OH",Findlay
OH03302,Ohio,"Hardin, OH",Kenton
OH03401,Ohio,"Harrison, OH",Cadiz
OH03500,Ohio,"Henry, OH",Henry County
OH03501,Ohio,"Henry, OH",Napoleon
OH03600,Ohio,"Highland, OH",Highland County
OH03601,Ohio,"Highland, OH",Greenfield
OH03602,Ohio,"Highland, OH",Hillsboro
OH03700,Ohio,"Hocking, OH",Hocking County
OH03701,Ohio,"Hocking, OH",Logan
OH03800,Ohio,"Holmes, OH",Holmes County
OH03902,Ohio,"Huron, OH",Norwalk
OH04000,Ohio,"Jackson, OH",Jackson County
OH04001,Ohio,"Jackson, OH",Jackson
OH04002,Ohio,"Jackson, OH",Wellston
OH04003,Ohio,"Jackson, OH",Coalton
OH04004,Ohio,"Jackson, OH",Oak Hill
OH04100,Ohio,"Jefferson, OH",Jefferson County
OH04103,Ohio,"Jefferson, OH",Steubenville
OH04104,Ohio,"Jefferson, OH",Toronto
OH04200,Ohio,"Knox, OH",Knox County
OH04201,Ohio,"Knox, OH",Mount Vernon
OH04203,Ohio,"Knox, OH",Danville
OH04300,Ohio,"Lake, OH",Lake County
OH04301,Ohio,"Lake, OH",Eastlake
OH04306,Ohio,"Lake, OH",Mentor
OH04307,Ohio,"Lake, OH",Mentor-on-the-Lake
OH04308,Ohio,"Lake, OH",Painesville
OH04312,Ohio,"Lake, OH",Willoughby
OH04313,Ohio,"Lake, OH",Willoughby Hills
OH04314,Ohio,"Lake, OH",Willowick
OH04324,Ohio,"Lake, OH",Lake Metroparks
OH04400,Ohio,"Lawrence, OH",Lawrence County
OH04402,Ohio,"Lawrence, OH",Ironton
OH04500,Ohio,"Licking, OH",Licking County
OH04501,Ohio,"Licking, OH",Newark
OH04507,Ohio,"Licking, OH",Heath
OH04513,Ohio,"Licking, OH",Utica Police Department
OH04600,Ohio,"Logan, OH",Logan County
OH04601,Ohio,"Logan, OH",Bellefontaine
OH04602,Ohio,"Logan, OH",Russells Point
OH04700,Ohio,"Lorain, OH",Lorain County
OH04701,Ohio,"Lorain, OH",Amherst
OH04704,Ohio,"Lorain, OH",Elyria
OH04705,Ohio,"Lorain, OH",Lorain
OH04706,Ohio,"Lorain, OH",Oberlin
OH04707,Ohio,"Lorain, OH",North Ridgeville
OH04708,Ohio,"Lorain, OH",Sheffield Lake
OH04710,Ohio,"Lorain, OH",Grafton
OH04800,Ohio,"Lucas, OH",Lucas County
OH04802,Ohio,"Lucas, OH",Oregon
OH04807,Ohio,"Lucas, OH",Toledo
OH04900,Ohio,"Madison, OH",Madison County
OH04901,Ohio,"Madison, OH",London
OH04902,Ohio,"Madison, OH",West Jefferson
OH05001,Ohio,"Mahoning, OH",Austintown
OH05002,Ohio,"Mahoning, OH",Boardman
OH05003,Ohio,"Mahoning, OH",Campbell
OH05004,Ohio,"Mahoning, OH",Canfield
OH05007,Ohio,"Mahoning, OH",Sebring
OH05008,Ohio,"Mahoning, OH",Struthers
OH05009,Ohio,"Mahoning, OH",Youngstown
OH05014,Ohio,"Mahoning, OH",Youngstown State Univers
OH05023,Ohio,"Mahoning, OH",Coitsville Township
OH05100,Ohio,"Marion, OH",Marion County
OH05101,Ohio,"Marion, OH",Marion
OH05200,Ohio,"Medina, OH",Medina County
OH05201,Ohio,"Medina, OH",Brunswick
OH05202,Ohio,"Medina, OH",Medina
OH05203,Ohio,"Medina, OH",Wadsworth
OH05212,Ohio,"Medina, OH",Hinckley Township
OH05213,Ohio,"Medina, OH",Montville Township
OH05300,Ohio,"Meigs, OH",Meigs County
OH05400,Ohio,"Mercer, OH",Mercer County
OH05401,Ohio,"Mercer, OH",Celina
OH05404,Ohio,"Mercer, OH",Coldwater
OH05500,Ohio,"Miami, OH",Miami County
OH05502,Ohio,"Miami, OH",Piqua
OH05504,Ohio,"Miami, OH",Troy
OH05600,Ohio,"Monroe, OH",Monroe County
OH05700,Ohio,"Montgomery, OH",Montgomery County
OH05702,Ohio,"Montgomery, OH",Dayton
OH05703,Ohio,"Montgomery, OH",Germantown
OH05705,Ohio,"Montgomery, OH",Kettering
OH05707,Ohio,"Montgomery, OH",Miami Township
OH05707,Ohio,"Montgomery, OH",Unknown
OH05709,Ohio,"Montgomery, OH",Moraine
OH05711,Ohio,"Montgomery, OH",Clayton
OH05712,Ohio,"Montgomery, OH",Trotwood
OH05714,Ohio,"Montgomery, OH",Huber Heights
OH05715,Ohio,"Montgomery, OH",West Carrollton
OH05718,Ohio,"Montgomery, OH",Englewood
OH05722,Ohio,"Montgomery, OH",Riverside
OH05724,Ohio,"Montgomery, OH",Butler Township
OH05725,Ohio,"Montgomery, OH",German Township
OH05729,Ohio,"Montgomery, OH",Clay Township
OH05800,Ohio,"Morgan, OH",Morgan County
OH05801,Ohio,"Morgan, OH",Mcconnelsville
OH05902,Ohio,"Morrow, OH",Cardington
OH06000,Ohio,"Muskingum, OH",Muskingum County
OH06001,Ohio,"Muskingum, OH",Zanesville
OH06009,Ohio,"Muskingum, OH",Roseville
OH06013,Ohio,"Muskingum, OH",Muskingum University
OH06200,Ohio,"Ottawa, OH",Ottawa County
OH06201,Ohio,"Ottawa, OH",Oak Harbor
OH06202,Ohio,"Ottawa, OH",Port Clinton
OH06214,Ohio,"Ottawa, OH",Carroll Township
OH06300,Ohio,"Paulding, OH",Paulding County
OH06400,Ohio,"Perry, OH",Perry County
OH06500,Ohio,"Pickaway, OH",Pickaway County
OH06501,Ohio,"Pickaway, OH",Circleville
OH06502,Ohio,"Pickaway, OH",Ashville
OH06600,Ohio,"Pike, OH",Pike County
OH06601,Ohio,"Pike, OH",Waverly
OH06700,Ohio,"Portage, OH",Portage County
OH06701,Ohio,"Portage, OH",Aurora
OH06703,Ohio,"Portage, OH",Kent
OH06712,Ohio,"Portage, OH",Streetsboro
OH06713,Ohio,"Portage, OH",Brimfield Township
OH06800,Ohio,"Preble, OH",Preble County
OH06900,Ohio,"Putnam, OH",Putnam County
OH07000,Ohio,"Richland, OH",Richland County
OH07001,Ohio,"Richland, OH",Mansfield
OH07100,Ohio,"Ross, OH",Ross County
OH07101,Ohio,"Ross, OH",Chillicothe
OH07200,Ohio,"Sandusky, OH",Sandusky County
OH07202,Ohio,"Sandusky, OH",Clyde
OH07203,Ohio,"Sandusky, OH",Fremont
OH07300,Ohio,"Scioto, OH",Scioto County
OH07302,Ohio,"Scioto, OH",Portsmouth
OH07400,Ohio,"Seneca, OH",Seneca County
OH07500,Ohio,"Shelby, OH",Shelby County
OH07501,Ohio,"Shelby, OH",Sidney
OH07600,Ohio,"Stark, OH",Stark County
OH07601,Ohio,"Stark, OH",Alliance
OH07604,Ohio,"Stark, OH",Canton
OH07606,Ohio,"Stark, OH",Hartville
OH07608,Ohio,"Stark, OH",Massillon
OH07609,Ohio,"Stark, OH",Minerva
OH07611,Ohio,"Stark, OH",North Canton
OH07622,Ohio,"Stark, OH",Lawrence Township
OH07623,Ohio,"Stark, OH",Perry Township
OH07624,Ohio,"Stark, OH",Jackson Township
OH07700,Ohio,"Summit, OH",Summit County
OH07701,Ohio,"Summit, OH",Akron
OH07702,Ohio,"Summit, OH",Barberton
OH07703,Ohio,"Summit, OH",Cuyahoga Falls
OH07709,Ohio,"Summit, OH",Northfield
OH07710,Ohio,"Summit, OH",Norton
OH07712,Ohio,"Summit, OH",Stow
OH07713,Ohio,"Summit, OH",Tallmadge
OH07714,Ohio,"Summit, OH",Twinsburg
OH07725,Ohio,"Summit, OH",Springfield Township
OH07727,Ohio,"Summit, OH",Copley Township
OH07729,Ohio,"Summit, OH",Franklin Township
OH07730,Ohio,"Summit, OH",Sagamore Hills
OH07800,Ohio,"Trumbull, OH",Trumbull County
OH07803,Ohio,"Trumbull, OH",Liberty Township
OH07806,Ohio,"Trumbull, OH",Niles
OH07807,Ohio,"Trumbull, OH",Warren
OH07821,Ohio,"Trumbull, OH",Warren Township
OH07823,Ohio,"Trumbull, OH",Weathersfield
OH07900,Ohio,"Tuscarawas, OH",Tuscarawas County
OH07902,Ohio,"Tuscarawas, OH",Dover
OH07903,Ohio,"Tuscarawas, OH",Newcomerstown
OH08001,Ohio,"Union, OH",Marysville
OH08100,Ohio,"Van Wert, OH",Van Wert County
OH08101,Ohio,"Van Wert, OH",Van Wert
OH08200,Ohio,"Vinton, OH",Vinton County
OH08300,Ohio,"Warren, OH",Warren County
OH08301,Ohio,"Warren, OH",Franklin
OH08303,Ohio,"Warren, OH",Lebanon
OH08316,Ohio,"Warren, OH",Clearcreek Township
OH08400,Ohio,"Washington, OH",Washington County
OH08401,Ohio,"Washington, OH",Belpre
OH08403,Ohio,"Washington, OH",Matamoras
OH08404,Ohio,"Washington, OH",Beverly
OH08500,Ohio,"Wayne, OH",Wayne County
OH08501,Ohio,"Wayne, OH",Orrville
OH08503,Ohio,"Wayne, OH",Wooster
OH08600,Ohio,"Williams, OH",Williams County
OH08602,Ohio,"Williams, OH",Montpelier
OH08700,Ohio,"Wood, OH",Wood County
OH08701,Ohio,"Wood, OH",Bowling Green
OH08702,Ohio,"Wood, OH",North Baltimore
OH08728,Ohio,"Wood, OH",Perrysburg Township
OH08800,Ohio,"Wyandot, OH",Wyandot County
OH08802,Ohio,"Wyandot, OH",Upper Sandusky
OHCIP00,Ohio,"Hamilton, OH",Cincinnati
OHCLP00,Ohio,"Cuyahoga, OH",Cleveland
OHCOP00,Ohio,"Franklin, OH",Columbus
OHOHP00,Ohio,"Franklin, OH",Ohio State Hghway Patrol
OK00100,Oklahoma,"Adair, OK",Adair County
OK00101,Oklahoma,"Adair, OK",Stilwell
OK00200,Oklahoma,"Alfalfa, OK",Alfalfa County
OK00301,Oklahoma,"Atoka, OK",Atoka
OK00500,Oklahoma,"Beckham, OK",Beckham County
OK00501,Oklahoma,"Beckham, OK",Elk City
OK00503,Oklahoma,"Beckham, OK",Sayre
OK00600,Oklahoma,"Blaine, OK",Blaine County
OK00605,Oklahoma,"Blaine, OK",Geary
OK00700,Oklahoma,"Bryan, OK",Bryan County
OK00701,Oklahoma,"Bryan, OK",Durant
OK00800,Oklahoma,"Caddo, OK",Caddo County
OK00801,Oklahoma,"Caddo, OK",Anadarko
OK00900,Oklahoma,"Canadian, OK",Canadian County
OK00901,Oklahoma,"Canadian, OK",El Reno
OK00905,Oklahoma,"Canadian, OK",Mustang
OK00908,Oklahoma,"Canadian, OK",Union City
OK01000,Oklahoma,"Carter, OK",Carter County
OK01001,Oklahoma,"Carter, OK",Ardmore
OK01100,Oklahoma,"Cherokee, OK",Cherokee County
OK01101,Oklahoma,"Cherokee, OK",Tahlequah
OK01112,Oklahoma,"Cherokee, OK",Cherokee Nation
OK01200,Oklahoma,"Choctaw, OK",Choctaw County
OK01201,Oklahoma,"Choctaw, OK",Hugo
OK01205,Oklahoma,"Choctaw, OK",Fort Towson
OK01301,Oklahoma,"Cimarron, OK",Boise City
OK01400,Oklahoma,"Cleveland, OK",Cleveland County
OK01401,Oklahoma,"Cleveland, OK",Moore
OK01402,Oklahoma,"Cleveland, OK",Norman
OK01403,Oklahoma,"Cleveland, OK",Lexington
OK01404,Oklahoma,"Cleveland, OK",Noble
OK01500,Oklahoma,"Coal, OK",Coal County
OK01600,Oklahoma,"Comanche, OK",Comanche County
OK01601,Oklahoma,"Comanche, OK",Lawton
OK01602,Oklahoma,"Comanche, OK",Cache
OK01700,Oklahoma,"Cotton, OK",Cotton County
OK01800,Oklahoma,"Craig, OK",Craig County
OK01801,Oklahoma,"Craig, OK",Vinita
OK01900,Oklahoma,"Creek, OK",Creek County
OK01901,Oklahoma,"Creek, OK",Bristow
OK01902,Oklahoma,"Creek, OK",Drumright
OK01903,Oklahoma,"Creek, OK",Sapulpa
OK01908,Oklahoma,"Creek, OK",Mannford
OK02000,Oklahoma,"Custer, OK",Custer County
OK02001,Oklahoma,"Custer, OK",Clinton
OK02002,Oklahoma,"Custer, OK",Weatherford
OK02100,Oklahoma,"Delaware, OK",Delaware County
OK02107,Oklahoma,"Delaware, OK",Grove
OK02116,Oklahoma,"Delaware, OK",West Siloam
OK02300,Oklahoma,"Ellis, OK",Ellis County
OK02401,Oklahoma,"Garfield, OK",Enid
OK02500,Oklahoma,"Garvin, OK",Garvin County
OK02501,Oklahoma,"Garvin, OK",Lindsay
OK02503,Oklahoma,"Garvin, OK",Wynnewood
OK02600,Oklahoma,"Grady, OK",Grady County
OK02601,Oklahoma,"Grady, OK",Chickasha
OK02700,Oklahoma,"Grant, OK",Grant County
OK02900,Oklahoma,"Harmon, OK",Harmon County
OK03100,Oklahoma,"Haskell, OK",Haskell County
OK03200,Oklahoma,"Hughes, OK",Hughes County
OK03201,Oklahoma,"Hughes, OK",Holdenville
OK03300,Oklahoma,"Jackson, OK",Jackson County
OK03301,Oklahoma,"Jackson, OK",Altus
OK03400,Oklahoma,"Jefferson, OK",Jefferson County
OK03500,Oklahoma,"Johnston, OK",Johnston County
OK03501,Oklahoma,"Johnston, OK",Tishomingo
OK03601,Oklahoma,"Kay, OK",Blackwell
OK03602,Oklahoma,"Kay, OK",Newkirk
OK03603,Oklahoma,"Kay, OK",Ponca City
OK03620,Oklahoma,"Kay, OK",Ponca Tribal
OK03701,Oklahoma,"Kingfisher, OK",Hennessey
OK03800,Oklahoma,"Kiowa, OK",Kiowa County
OK03801,Oklahoma,"Kiowa, OK",Hobart
OK04000,Oklahoma,"Le Flore, OK",Le Flore County
OK04001,Oklahoma,"Le Flore, OK",Poteau
OK04023,Oklahoma,"Le Flore, OK",Pocola
OK04100,Oklahoma,"Lincoln, OK",Lincoln County
OK04101,Oklahoma,"Lincoln, OK",Chandler
OK04102,Oklahoma,"Lincoln, OK",Prague
OK04103,Oklahoma,"Lincoln, OK",Stroud
OK04111,Oklahoma,"Lincoln, OK",Meeker
OK04118,Oklahoma,"Lincoln, OK",Sac And Fox Tribal
OK04200,Oklahoma,"Logan, OK",Logan County
OK04201,Oklahoma,"Logan, OK",Guthrie
OK04300,Oklahoma,"Love, OK",Love County
OK04301,Oklahoma,"Love, OK",Marietta
OK04400,Oklahoma,"McClain, OK",Mcclain County
OK04401,Oklahoma,"McClain, OK",Blanchard
OK04402,Oklahoma,"McClain, OK",Purcell
OK04408,Oklahoma,"McClain, OK",Newcastle
OK04500,Oklahoma,"McCurtain, OK",Mccurtain County
OK04501,Oklahoma,"McCurtain, OK",Broken Bow
OK04502,Oklahoma,"McCurtain, OK",Idabel
OK04516,Oklahoma,"McCurtain, OK",Valliant
OK04600,Oklahoma,"McIntosh, OK",Mcintosh County
OK04602,Oklahoma,"McIntosh, OK",Eufaula
OK04800,Oklahoma,"Marshall, OK",Marshall County
OK04801,Oklahoma,"Marshall, OK",Madill
OK04900,Oklahoma,"Mayes, OK",Mayes County
OK04902,Oklahoma,"Mayes, OK",Pryor
OK05000,Oklahoma,"Murray, OK",Murray County
OK05001,Oklahoma,"Murray, OK",Sulphur
OK05002,Oklahoma,"Murray, OK",Davis
OK05100,Oklahoma,"Muskogee, OK",Muskogee County
OK05101,Oklahoma,"Muskogee, OK",Muskogee
OK05108,Oklahoma,"Muskogee, OK",Haskell
OK05200,Oklahoma,"Noble, OK",Noble County
OK05201,Oklahoma,"Noble, OK",Perry
OK05400,Oklahoma,"Okfuskee, OK",Okfuskee County
OK05401,Oklahoma,"Okfuskee, OK",Okemah
OK05500,Oklahoma,"Oklahoma, OK",Oklahoma County
OK05501,Oklahoma,"Oklahoma, OK",Bethany
OK05502,Oklahoma,"Oklahoma, OK",Del City
OK05503,Oklahoma,"Oklahoma, OK",Edmond
OK05504,Oklahoma,"Oklahoma, OK",Midwest City
OK05506,Oklahoma,"Oklahoma, OK",Oklahoma City
OK05507,Oklahoma,"Oklahoma, OK",The Village
OK05508,Oklahoma,"Oklahoma, OK",Warr Acres
OK05510,Oklahoma,"Oklahoma, OK",Choctaw
OK05515,Oklahoma,"Oklahoma, OK",Spencer
OK05516,Oklahoma,"Oklahoma, OK",Forest Park
OK05600,Oklahoma,"Okmulgee, OK",Okmulgee County
OK05601,Oklahoma,"Okmulgee, OK",Henryetta
OK05602,Oklahoma,"Okmulgee, OK",Okmulgee
OK05617,Oklahoma,"Okmulgee, OK",Muscogee Nation Tribal
OK05700,Oklahoma,"Osage, OK",Osage County
OK05726,Oklahoma,"Osage, OK",Osage Nation
OK05800,Oklahoma,"Ottawa, OK",Ottawa County
OK05801,Oklahoma,"Ottawa, OK",Commerce
OK05802,Oklahoma,"Ottawa, OK",Miami
OK05900,Oklahoma,"Pawnee, OK",Pawnee County
OK05901,Oklahoma,"Pawnee, OK",Cleveland
OK06000,Oklahoma,"Payne, OK",Payne County
OK06001,Oklahoma,"Payne, OK",Cushing
OK06002,Oklahoma,"Payne, OK",Stillwater
OK06006,Oklahoma,"Payne, OK",Perkins
OK06011,Oklahoma,"Payne, OK",Iowa Tribal
OK06100,Oklahoma,"Pittsburg, OK",Pittsburg County
OK06101,Oklahoma,"Pittsburg, OK",Hartshorne
OK06102,Oklahoma,"Pittsburg, OK",Mcalester
OK06118,Oklahoma,"Pittsburg, OK",Krebs
OK06200,Oklahoma,"Pontotoc, OK",Pontotoc County
OK06201,Oklahoma,"Pontotoc, OK",Ada
OK06300,Oklahoma,"Pottawatomie, OK",Pottawatomie County
OK06301,Oklahoma,"Pottawatomie, OK",Shawnee
OK06302,Oklahoma,"Pottawatomie, OK",Tecumseh
OK06314,Oklahoma,"Pottawatomie, OK",Mcloud
OK06321,Oklahoma,"Pottawatomie, OK",Kickapoo Tribal
OK06322,Oklahoma,"Pottawatomie, OK",Citizen Potawatomi Natio
OK06323,Oklahoma,"Pottawatomie, OK",Absentee Shawnee Tribal
OK06400,Oklahoma,"Pushmataha, OK",Pushmataha County
OK06401,Oklahoma,"Pushmataha, OK",Antlers
OK06500,Oklahoma,"Roger Mills, OK",Roger Mills County
OK06600,Oklahoma,"Rogers, OK",Rogers County
OK06601,Oklahoma,"Rogers, OK",Claremore
OK06603,Oklahoma,"Rogers, OK",Catoosa
OK06615,Oklahoma,"Rogers, OK",Verdigris
OK06700,Oklahoma,"Seminole, OK",Seminole County
OK06702,Oklahoma,"Seminole, OK",Seminole
OK06703,Oklahoma,"Seminole, OK",Wewoka
OK06800,Oklahoma,"Sequoyah, OK",Sequoyah County
OK06801,Oklahoma,"Sequoyah, OK",Sallisaw
OK06812,Oklahoma,"Sequoyah, OK",Muldrow
OK06814,Oklahoma,"Sequoyah, OK",Roland
OK06900,Oklahoma,"Stephens, OK",Stephens County
OK06902,Oklahoma,"Stephens, OK",Duncan
OK07000,Oklahoma,"Texas, OK",Texas County
OK07001,Oklahoma,"Texas, OK",Guymon
OK07101,Oklahoma,"Tillman, OK",Frederick
OK07200,Oklahoma,"Tulsa, OK",Tulsa County
OK07201,Oklahoma,"Tulsa, OK",Broken Arrow
OK07202,Oklahoma,"Tulsa, OK",Collinsville
OK07203,Oklahoma,"Tulsa, OK",Sand Springs
OK07205,Oklahoma,"Tulsa, OK",Tulsa
OK07206,Oklahoma,"Tulsa, OK",Bixby
OK07207,Oklahoma,"Tulsa, OK",Glenpool
OK07208,Oklahoma,"Tulsa, OK",Jenks
OK07210,Oklahoma,"Tulsa, OK",Owasso
OK07300,Oklahoma,"Wagoner, OK",Wagoner County
OK07301,Oklahoma,"Wagoner, OK",Wagoner
OK07303,Oklahoma,"Wagoner, OK",Coweta
OK07401,Oklahoma,"Washington, OK",Bartlesville
OK07402,Oklahoma,"Washington, OK",Dewey
